contract_id,account_id,signed_date,start_date,end_date,term_months,auto_renew,status,billing_cycle,currency,list_price,negotiated_discount_pct,contracted_mrr,annual_contract_value,payment_terms_days,billing_contact_id,csm_id,legal_entity,pricing_model,committed_units,overage_rate_per_unit,unit_type,sla_tier,support_tier,implementation_included,data_region,arr,contract_owner,renewal_probability,primary_product_sku,created_by,created_at
CTR00085,ACC0047,2024-07-04,2024-07-15,2026-07-14,24,True,active,monthly,USD,5000.0,0.1,7500.0,90000.0,30,BIL6714,CSM08,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,90000.0,AE01,0.96,PRD-PLAT-ENT,CSM08,2024-07-04T09:00:00Z
CTR00086,ACC0048,2024-07-15,2024-08-07,2026-08-06,24,False,active,monthly,USD,5000.0,0.0,8050.0,96600.0,30,BIL5200,CSM13,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,96600.0,AE14,0.71,PRD-PLAT-ENT,CSM13,2024-07-15T09:00:00Z
CTR00087,ACC0048,2023-01-01,2023-01-16,2024-01-15,12,True,expired,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL6145,CSM13,Entity-4,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,84000.0,AE14,0.88,PRD-PLAT-ENT,CSM13,2023-01-01T09:00:00Z
CTR00088,ACC0048,2024-05-11,2024-05-20,2025-05-19,12,True,expired,monthly,USD,5000.0,0.05,6750.0,81000.0,30,BIL7578,CSM13,Entity-5,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,81000.0,AE14,0.77,PRD-PLAT-ENT,CSM13,2024-05-11T09:00:00Z
CTR00089,ACC0049,2022-02-01,2022-02-15,2023-02-14,12,True,expired,monthly,USD,5000.0,0.1,8800.0,105600.0,30,BIL3553,CSM12,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,105600.0,AE04,0.55,PRD-PLAT-ENT,CSM12,2022-02-01T09:00:00Z
CTR00090,ACC0049,2022-11-06,2022-11-19,2023-11-18,12,True,expired,monthly,USD,5000.0,0.1,6500.0,78000.0,60,BIL5923,CSM12,Entity-2,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,78000.0,AE04,0.92,PRD-PLAT-ENT,CSM12,2022-11-06T09:00:00Z
CTR00091,ACC0049,2022-10-24,2022-11-01,2023-10-31,12,False,expired,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL4959,CSM12,Entity-5,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,84000.0,AE04,0.82,PRD-PLAT-ENT,CSM12,2022-10-24T09:00:00Z
CTR00092,ACC0050,2022-05-19,2022-05-26,2025-05-25,36,False,expired,monthly,EUR,5000.0,0.0,7000.0,84000.0,60,BIL1078,CSM14,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,84000.0,AE12,0.56,PRD-PLAT-ENT,CSM14,2022-05-19T09:00:00Z
CTR00093,ACC0050,2022-09-16,2022-10-13,2024-10-12,24,True,expired,monthly,EUR,5000.0,0.0,7000.0,84000.0,30,BIL8115,CSM14,Entity-1,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,84000.0,AE12,0.98,PRD-PLAT-ENT,CSM14,2022-09-16T09:00:00Z
CTR00094,ACC0050,2022-08-21,2022-09-18,2023-09-17,12,True,expired,monthly,EUR,5000.0,0.2,6000.0,72000.0,45,BIL8389,CSM14,Entity-5,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,72000.0,AE12,0.68,PRD-PLAT-ENT,CSM14,2022-08-21T09:00:00Z
CTR00095,ACC0051,2024-06-27,2024-07-13,2027-07-12,36,False,active,monthly,GBP,5000.0,0.2,6500.0,78000.0,60,BIL6164,CSM19,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,78000.0,AE02,0.58,PRD-PLAT-ENT,CSM19,2024-06-27T09:00:00Z
CTR00096,ACC0051,2024-05-03,2024-05-12,2026-05-11,24,True,active,monthly,GBP,5000.0,0.1,6500.0,78000.0,30,BIL7010,CSM19,Entity-5,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,78000.0,AE02,0.68,PRD-PLAT-ENT,CSM19,2024-05-03T09:00:00Z
CTR00097,ACC0052,2024-02-20,2024-03-20,2025-03-19,12,False,expired,monthly,EUR,5000.0,0.1,7500.0,90000.0,30,BIL4755,CSM02,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,90000.0,AE13,0.57,PRD-PLAT-ENT,CSM02,2024-02-20T09:00:00Z
CTR00098,ACC0052,2024-05-02,2024-05-23,2026-05-22,24,True,active,monthly,EUR,5000.0,0.15,6250.0,75000.0,30,BIL6192,CSM02,Entity-4,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,75000.0,AE13,0.96,PRD-PLAT-ENT,CSM02,2024-05-02T09:00:00Z
CTR00099,ACC0053,2023-06-05,2023-06-13,2026-06-12,36,True,active,monthly,USD,5000.0,0.05,8050.0,96600.0,30,BIL3284,CSM08,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,96600.0,AE07,0.85,PRD-PLAT-ENT,CSM08,2023-06-05T09:00:00Z
CTR00100,ACC0053,2022-09-06,2022-09-23,2024-09-22,24,False,expired,monthly,USD,5000.0,0.0,7000.0,84000.0,45,BIL2928,CSM08,Entity-5,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,84000.0,AE07,0.61,PRD-PLAT-ENT,CSM08,2022-09-06T09:00:00Z
CTR00101,ACC0054,2024-09-14,2024-10-01,2026-09-30,24,True,active,monthly,GBP,5000.0,0.2,7500.0,90000.0,45,BIL4798,CSM04,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,90000.0,AE07,0.77,PRD-PLAT-ENT,CSM04,2024-09-14T09:00:00Z
CTR00102,ACC0054,2023-11-24,2023-12-22,2024-12-21,12,True,expired,monthly,GBP,5000.0,0.05,6750.0,81000.0,30,BIL6042,CSM04,Entity-5,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,81000.0,AE07,0.94,PRD-PLAT-ENT,CSM04,2023-11-24T09:00:00Z
CTR00103,ACC0055,2023-11-29,2023-12-17,2026-12-16,36,True,active,monthly,GBP,5000.0,0.0,8300.0,99600.0,45,BIL4656,CSM17,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,99600.0,AE06,0.56,PRD-PLAT-ENT,CSM17,2023-11-29T09:00:00Z
CTR00104,ACC0055,2022-06-14,2022-06-26,2023-06-25,12,False,expired,monthly,GBP,5000.0,0.1,6500.0,78000.0,30,BIL2912,CSM17,Entity-1,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,78000.0,AE06,0.8,PRD-PLAT-ENT,CSM17,2022-06-14T09:00:00Z
CTR00105,ACC0055,2024-02-07,2024-02-26,2026-02-25,24,True,active,monthly,GBP,5000.0,0.05,6750.0,81000.0,30,BIL6971,CSM17,Entity-3,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,81000.0,AE06,0.71,PRD-PLAT-ENT,CSM17,2024-02-07T09:00:00Z
CTR00106,ACC0056,2022-06-02,2022-06-21,2023-06-20,12,False,expired,monthly,USD,5000.0,0.0,8000.0,96000.0,45,BIL5112,CSM03,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,96000.0,AE08,0.63,PRD-PLAT-ENT,CSM03,2022-06-02T09:00:00Z
CTR00107,ACC0056,2023-11-01,2023-11-17,2026-11-16,36,True,active,monthly,USD,5000.0,0.05,6750.0,81000.0,30,BIL9306,CSM03,Entity-4,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,81000.0,AE08,0.62,PRD-PLAT-ENT,CSM03,2023-11-01T09:00:00Z
CTR00108,ACC0057,2024-05-26,2024-06-18,2026-06-17,24,True,active,monthly,GBP,5000.0,0.05,7250.0,87000.0,30,BIL1323,CSM10,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,87000.0,AE13,0.77,PRD-PLAT-ENT,CSM10,2024-05-26T09:00:00Z
CTR00109,ACC0057,2024-05-23,2024-06-19,2026-06-18,24,True,active,monthly,GBP,5000.0,0.1,6500.0,78000.0,30,BIL1045,CSM10,Entity-2,flat,0,0.0,none,platinum,enterprise,False,us-west-2,78000.0,AE13,0.9,PRD-PLAT-ENT,CSM10,2024-05-23T09:00:00Z
CTR00110,ACC0058,2024-03-12,2024-04-01,2026-03-31,24,True,active,monthly,USD,5000.0,0.05,6800.0,81600.0,30,BIL2083,CSM04,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,81600.0,AE05,0.7,PRD-PLAT-ENT,CSM04,2024-03-12T09:00:00Z
CTR00111,ACC0058,2023-09-12,2023-09-25,2024-09-24,12,True,expired,monthly,USD,5000.0,0.1,6500.0,78000.0,45,BIL1034,CSM04,Entity-2,flat,0,0.0,none,platinum,enterprise,False,us-east-1,78000.0,AE05,0.85,PRD-PLAT-ENT,CSM04,2023-09-12T09:00:00Z
CTR00112,ACC0058,2024-05-23,2024-06-06,2025-06-05,12,True,expired,monthly,USD,5000.0,0.2,6000.0,72000.0,30,BIL7155,CSM04,Entity-3,flat,0,0.0,none,platinum,enterprise,False,us-east-1,72000.0,AE05,0.64,PRD-PLAT-ENT,CSM04,2024-05-23T09:00:00Z
CTR00113,ACC0059,2023-12-26,2024-01-21,2026-01-20,24,False,active,monthly,USD,5000.0,0.0,7000.0,84000.0,45,BIL9685,CSM13,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,84000.0,AE07,0.65,PRD-PLAT-ENT,CSM13,2023-12-26T09:00:00Z
CTR00114,ACC0059,2023-04-24,2023-05-20,2024-05-19,12,True,expired,monthly,USD,5000.0,0.05,6750.0,81000.0,45,BIL6712,CSM13,Entity-5,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,81000.0,AE07,0.71,PRD-PLAT-ENT,CSM13,2023-04-24T09:00:00Z
CTR00115,ACC0060,2024-11-15,2024-12-09,2025-12-08,12,True,active,monthly,GBP,5000.0,0.05,8250.0,99000.0,45,BIL7174,CSM19,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,99000.0,AE03,0.56,PRD-PLAT-ENT,CSM19,2024-11-15T09:00:00Z
CTR00116,ACC0061,2024-11-03,2024-11-17,2025-11-16,12,True,active,monthly,GBP,5000.0,0.1,8000.0,96000.0,60,BIL6933,CSM12,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,96000.0,AE09,0.8,PRD-PLAT-ENT,CSM12,2024-11-03T09:00:00Z
CTR00117,ACC0062,2023-05-22,2023-06-01,2024-05-31,12,True,expired,monthly,USD,5000.0,0.15,6750.0,81000.0,45,BIL2426,CSM08,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,81000.0,AE09,0.84,PRD-PLAT-ENT,CSM08,2023-05-22T09:00:00Z
CTR00118,ACC0063,2023-08-31,2023-09-14,2024-09-13,12,True,expired,monthly,EUR,5000.0,0.1,6800.0,81600.0,60,BIL7439,CSM20,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,81600.0,AE14,0.81,PRD-PLAT-ENT,CSM20,2023-08-31T09:00:00Z
CTR00119,ACC0064,2022-04-06,2022-04-25,2023-04-24,12,True,expired,monthly,EUR,5000.0,0.1,8000.0,96000.0,45,BIL9195,CSM15,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,96000.0,AE03,0.66,PRD-PLAT-ENT,CSM15,2022-04-06T09:00:00Z
CTR00120,ACC0065,2022-03-03,2022-03-21,2024-03-20,24,True,expired,monthly,USD,5000.0,0.1,7550.0,90600.0,45,BIL3793,CSM03,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,90600.0,AE08,0.63,PRD-PLAT-ENT,CSM03,2022-03-03T09:00:00Z
CTR00121,ACC0065,2024-08-16,2024-08-23,2025-08-22,12,True,active,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL9587,CSM03,Entity-1,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,84000.0,AE08,0.83,PRD-PLAT-ENT,CSM03,2024-08-16T09:00:00Z
CTR00122,ACC0065,2022-09-14,2022-10-01,2025-09-30,36,False,active,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL1264,CSM03,Entity-1,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,84000.0,AE08,0.7,PRD-PLAT-ENT,CSM03,2022-09-14T09:00:00Z
CTR00123,ACC0066,2022-04-16,2022-05-09,2024-05-08,24,True,expired,monthly,GBP,5000.0,0.05,7050.0,84600.0,30,BIL2347,CSM12,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,84600.0,AE10,0.58,PRD-PLAT-ENT,CSM12,2022-04-16T09:00:00Z
CTR00124,ACC0067,2023-10-27,2023-11-11,2025-11-10,24,False,active,monthly,USD,5000.0,0.2,6550.0,78600.0,45,BIL2688,CSM19,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,78600.0,AE08,0.71,PRD-PLAT-ENT,CSM19,2023-10-27T09:00:00Z
CTR00125,ACC0067,2023-11-28,2023-12-26,2024-12-25,12,False,expired,monthly,USD,5000.0,0.15,6250.0,75000.0,60,BIL9103,CSM19,Entity-3,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,75000.0,AE08,0.95,PRD-PLAT-ENT,CSM19,2023-11-28T09:00:00Z
CTR00126,ACC0067,2022-03-17,2022-04-14,2023-04-13,12,True,expired,monthly,USD,5000.0,0.15,6250.0,75000.0,45,BIL6182,CSM19,Entity-2,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,75000.0,AE08,0.74,PRD-PLAT-ENT,CSM19,2022-03-17T09:00:00Z
CTR00127,ACC0068,2022-03-10,2022-03-20,2024-03-19,24,True,expired,monthly,EUR,5000.0,0.0,9500.0,114000.0,30,BIL2932,CSM10,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,114000.0,AE06,0.62,PRD-PLAT-ENT,CSM10,2022-03-10T09:00:00Z
CTR00128,ACC0069,2023-01-03,2023-01-20,2025-01-19,24,True,expired,monthly,USD,5000.0,0.0,8000.0,96000.0,45,BIL9138,CSM01,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,96000.0,AE04,0.58,PRD-PLAT-ENT,CSM01,2023-01-03T09:00:00Z
CTR00129,ACC0069,2024-08-07,2024-08-23,2025-08-22,12,True,active,monthly,USD,5000.0,0.0,7000.0,84000.0,60,BIL1943,CSM01,Entity-2,flat,0,0.0,none,platinum,enterprise,False,us-west-2,84000.0,AE04,0.85,PRD-PLAT-ENT,CSM01,2024-08-07T09:00:00Z
CTR00130,ACC0070,2022-05-28,2022-06-08,2024-06-07,24,True,expired,monthly,GBP,5000.0,0.15,6300.0,75600.0,30,BIL2350,CSM01,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,75600.0,AE13,0.94,PRD-PLAT-ENT,CSM01,2022-05-28T09:00:00Z
CTR00131,ACC0070,2024-09-05,2024-10-01,2027-09-30,36,False,active,monthly,GBP,5000.0,0.05,6750.0,81000.0,30,BIL5075,CSM01,Entity-5,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,81000.0,AE13,0.97,PRD-PLAT-ENT,CSM01,2024-09-05T09:00:00Z
CTR00132,ACC0071,2024-02-05,2024-03-01,2027-02-28,36,False,active,monthly,EUR,5000.0,0.1,8300.0,99600.0,30,BIL9496,CSM14,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,99600.0,AE14,0.7,PRD-PLAT-ENT,CSM14,2024-02-05T09:00:00Z
CTR00133,ACC0071,2022-04-08,2022-05-07,2023-05-06,12,True,expired,monthly,EUR,5000.0,0.2,6000.0,72000.0,60,BIL6033,CSM14,Entity-3,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,72000.0,AE14,0.88,PRD-PLAT-ENT,CSM14,2022-04-08T09:00:00Z
CTR00134,ACC0071,2022-01-10,2022-01-20,2024-01-19,24,False,expired,monthly,EUR,5000.0,0.15,6250.0,75000.0,60,BIL6290,CSM14,Entity-1,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,75000.0,AE14,0.71,PRD-PLAT-ENT,CSM14,2022-01-10T09:00:00Z
CTR00135,ACC0072,2024-07-21,2024-08-10,2026-08-09,24,True,active,monthly,EUR,5000.0,0.05,8250.0,99000.0,60,BIL3372,CSM10,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,99000.0,AE07,0.76,PRD-PLAT-ENT,CSM10,2024-07-21T09:00:00Z
CTR00136,ACC0073,2022-10-18,2022-11-01,2024-10-31,24,False,expired,monthly,USD,5000.0,0.1,8500.0,102000.0,30,BIL7986,CSM20,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,102000.0,AE13,0.76,PRD-PLAT-ENT,CSM20,2022-10-18T09:00:00Z
CTR00137,ACC0073,2024-02-07,2024-02-17,2025-02-16,12,False,expired,monthly,USD,5000.0,0.15,6250.0,75000.0,30,BIL7991,CSM20,Entity-2,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,75000.0,AE13,0.86,PRD-PLAT-ENT,CSM20,2024-02-07T09:00:00Z
CTR00138,ACC0074,2022-06-26,2022-07-24,2024-07-23,24,True,expired,monthly,GBP,5000.0,0.2,7050.0,84600.0,30,BIL4552,CSM14,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,84600.0,AE10,0.86,PRD-PLAT-ENT,CSM14,2022-06-26T09:00:00Z
CTR00139,ACC0074,2023-10-27,2023-11-08,2025-11-07,24,True,active,monthly,GBP,5000.0,0.15,6250.0,75000.0,60,BIL1328,CSM14,Entity-1,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,75000.0,AE10,0.73,PRD-PLAT-ENT,CSM14,2023-10-27T09:00:00Z
CTR00140,ACC0074,2024-01-03,2024-02-01,2025-01-31,12,False,expired,monthly,GBP,5000.0,0.05,6750.0,81000.0,30,BIL3043,CSM14,Entity-1,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,81000.0,AE10,0.55,PRD-PLAT-ENT,CSM14,2024-01-03T09:00:00Z
CTR00141,ACC0075,2023-06-22,2023-07-01,2024-06-30,12,False,expired,monthly,EUR,5000.0,0.1,9000.0,108000.0,45,BIL2907,CSM03,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,108000.0,AE09,0.75,PRD-PLAT-ENT,CSM03,2023-06-22T09:00:00Z
CTR00142,ACC0076,2022-04-11,2022-05-07,2025-05-06,36,True,expired,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL4147,CSM10,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,84000.0,AE08,0.95,PRD-PLAT-ENT,CSM10,2022-04-11T09:00:00Z
CTR00143,ACC0077,2024-02-14,2024-03-05,2026-03-04,24,True,active,monthly,USD,5000.0,0.0,9050.0,108600.0,45,BIL6861,CSM12,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,108600.0,AE15,0.96,PRD-PLAT-ENT,CSM12,2024-02-14T09:00:00Z
CTR00144,ACC0078,2024-01-18,2024-02-01,2026-01-31,24,True,active,monthly,EUR,5000.0,0.05,6750.0,81000.0,30,BIL7527,CSM09,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,81000.0,AE10,0.63,PRD-PLAT-ENT,CSM09,2024-01-18T09:00:00Z
CTR00145,ACC0078,2024-12-14,2024-12-25,2025-12-24,12,True,active,monthly,EUR,5000.0,0.1,6500.0,78000.0,30,BIL6478,CSM09,Entity-5,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,78000.0,AE10,0.89,PRD-PLAT-ENT,CSM09,2024-12-14T09:00:00Z
CTR00146,ACC0079,2024-09-30,2024-10-10,2026-10-09,24,True,active,monthly,EUR,5000.0,0.0,8000.0,96000.0,30,BIL3543,CSM08,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,96000.0,AE10,0.81,PRD-PLAT-ENT,CSM08,2024-09-30T09:00:00Z
CTR00147,ACC0079,2023-07-21,2023-08-17,2024-08-16,12,True,expired,monthly,EUR,5000.0,0.15,6250.0,75000.0,30,BIL1834,CSM08,Entity-4,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,75000.0,AE10,0.93,PRD-PLAT-ENT,CSM08,2023-07-21T09:00:00Z
CTR00148,ACC0079,2023-02-08,2023-03-01,2026-02-28,36,True,active,monthly,EUR,5000.0,0.0,7000.0,84000.0,30,BIL7134,CSM08,Entity-2,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,84000.0,AE10,0.79,PRD-PLAT-ENT,CSM08,2023-02-08T09:00:00Z
CTR00149,ACC0080,2022-02-12,2022-03-13,2024-03-12,24,True,expired,monthly,EUR,5000.0,0.2,8550.0,102600.0,45,BIL2658,CSM17,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,102600.0,AE03,0.58,PRD-PLAT-ENT,CSM17,2022-02-12T09:00:00Z
CTR00150,ACC0081,2024-08-03,2024-08-21,2025-08-20,12,True,active,monthly,USD,5000.0,0.0,7350.0,88200.0,30,BIL2023,CSM15,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,88200.0,AE02,0.71,PRD-PLAT-ENT,CSM15,2024-08-03T09:00:00Z
CTR00151,ACC0081,2024-04-19,2024-05-14,2026-05-13,24,False,active,monthly,USD,5000.0,0.15,6250.0,75000.0,30,BIL8595,CSM15,Entity-5,flat,0,0.0,none,platinum,enterprise,False,us-west-2,75000.0,AE02,0.77,PRD-PLAT-ENT,CSM15,2024-04-19T09:00:00Z
CTR00152,ACC0081,2024-07-29,2024-08-15,2025-08-14,12,True,active,monthly,USD,5000.0,0.0,7000.0,84000.0,60,BIL7317,CSM15,Entity-3,flat,0,0.0,none,platinum,enterprise,False,us-west-2,84000.0,AE02,0.68,PRD-PLAT-ENT,CSM15,2024-07-29T09:00:00Z
CTR00153,ACC0082,2024-05-01,2024-05-23,2027-05-22,36,True,active,monthly,GBP,5000.0,0.05,6800.0,81600.0,45,BIL1711,CSM08,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,81600.0,AE02,0.92,PRD-PLAT-ENT,CSM08,2024-05-01T09:00:00Z
CTR00154,ACC0082,2022-06-27,2022-07-22,2023-07-21,12,False,expired,monthly,GBP,5000.0,0.15,6250.0,75000.0,30,BIL2829,CSM08,Entity-2,flat,0,0.0,none,platinum,enterprise,False,us-west-2,75000.0,AE02,0.61,PRD-PLAT-ENT,CSM08,2022-06-27T09:00:00Z
CTR00155,ACC0083,2022-01-18,2022-02-01,2024-01-31,24,True,expired,monthly,GBP,5000.0,0.0,9500.0,114000.0,60,BIL6470,CSM18,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,us-west-2,114000.0,AE13,0.77,PRD-PLAT-ENT,CSM18,2022-01-18T09:00:00Z
CTR00156,ACC0083,2024-07-08,2024-07-19,2025-07-18,12,False,active,monthly,GBP,5000.0,0.2,6000.0,72000.0,30,BIL9950,CSM18,Entity-2,flat,0,0.0,none,platinum,enterprise,False,us-west-2,72000.0,AE13,0.62,PRD-PLAT-ENT,CSM18,2024-07-08T09:00:00Z
CTR00157,ACC0084,2022-05-20,2022-06-13,2023-06-12,12,True,expired,monthly,USD,5000.0,0.0,7850.0,94200.0,45,BIL2804,CSM15,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,94200.0,AE04,0.79,PRD-PLAT-ENT,CSM15,2022-05-20T09:00:00Z
CTR00158,ACC0085,2023-12-08,2024-01-06,2027-01-05,36,True,active,monthly,EUR,5000.0,0.1,7800.0,93600.0,45,BIL2751,CSM13,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,93600.0,AE05,0.62,PRD-PLAT-ENT,CSM13,2023-12-08T09:00:00Z
CTR00159,ACC0085,2023-03-31,2023-04-26,2024-04-25,12,False,expired,monthly,EUR,5000.0,0.05,6750.0,81000.0,45,BIL4801,CSM13,Entity-4,flat,0,0.0,none,platinum,enterprise,False,us-east-1,81000.0,AE05,0.75,PRD-PLAT-ENT,CSM13,2023-03-31T09:00:00Z
CTR00160,ACC0086,2022-05-29,2022-06-13,2023-06-12,12,True,expired,monthly,EUR,5000.0,0.0,7000.0,84000.0,30,BIL9233,CSM16,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,84000.0,AE03,0.96,PRD-PLAT-ENT,CSM16,2022-05-29T09:00:00Z
CTR00161,ACC0086,2024-01-20,2024-02-15,2026-02-14,24,True,active,monthly,EUR,5000.0,0.05,6750.0,81000.0,30,BIL7062,CSM16,Entity-1,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,81000.0,AE03,0.85,PRD-PLAT-ENT,CSM16,2024-01-20T09:00:00Z
CTR00162,ACC0087,2023-11-18,2023-12-09,2025-12-08,24,False,active,monthly,GBP,5000.0,0.0,8000.0,96000.0,60,BIL4336,CSM08,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,96000.0,AE12,0.56,PRD-PLAT-ENT,CSM08,2023-11-18T09:00:00Z
CTR00163,ACC0087,2022-03-02,2022-03-11,2024-03-10,24,True,expired,monthly,GBP,5000.0,0.2,6000.0,72000.0,30,BIL8832,CSM08,Entity-5,flat,0,0.0,none,platinum,enterprise,False,eu-west-1,72000.0,AE12,0.78,PRD-PLAT-ENT,CSM08,2022-03-02T09:00:00Z
CTR00164,ACC0088,2022-10-03,2022-10-25,2023-10-24,12,True,expired,monthly,USD,5000.0,0.1,7000.0,84000.0,30,BIL8211,CSM04,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,84000.0,AE06,0.58,PRD-PLAT-ENT,CSM04,2022-10-03T09:00:00Z
CTR00165,ACC0089,2023-02-21,2023-03-09,2025-03-08,24,True,expired,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL7600,CSM05,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,84000.0,AE15,0.7,PRD-PLAT-ENT,CSM05,2023-02-21T09:00:00Z
CTR00166,ACC0089,2024-07-12,2024-07-23,2026-07-22,24,False,active,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL1208,CSM05,Entity-3,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,84000.0,AE15,0.9,PRD-PLAT-ENT,CSM05,2024-07-12T09:00:00Z
CTR00167,ACC0090,2024-06-21,2024-07-16,2026-07-15,24,True,active,monthly,USD,5000.0,0.0,7300.0,87600.0,60,BIL2545,CSM13,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,87600.0,AE05,0.79,PRD-PLAT-ENT,CSM13,2024-06-21T09:00:00Z
CTR00168,ACC0091,2023-10-22,2023-11-07,2024-11-06,12,True,expired,monthly,EUR,5000.0,0.0,7000.0,84000.0,30,BIL5938,CSM13,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,84000.0,AE13,0.8,PRD-PLAT-ENT,CSM13,2023-10-22T09:00:00Z
CTR00169,ACC0091,2023-02-26,2023-03-20,2024-03-19,12,True,expired,monthly,EUR,5000.0,0.05,6750.0,81000.0,30,BIL5469,CSM13,Entity-5,flat,0,0.0,none,platinum,enterprise,False,us-east-1,81000.0,AE13,0.62,PRD-PLAT-ENT,CSM13,2023-02-26T09:00:00Z
