customer_id,company_name,segment,industry,region,country,hq_city,hq_state,employee_count_band,annual_revenue_band,account_owner,source_system,referral_channel,billing_currency,tax_id,primary_contact_name,primary_contact_email,website_domain,crm_lead_score,account_tier,is_key_account,created_at
CUST-00755,Customer Account 00755 Inc,Mid-Market,Media,North America,Mexico,Mexico City 37,ST01,1-50,$1M-$10M,AM-079,CRM-Salesforce,Analyst Report,GBP,TAX-297256,Contact 00755,contact00755@customer00755.example.com,customer00755.example.com,58,Gold,False,2022-02-22
CUST-00756,Customer Account 00756 Inc,Mid-Market,Media,EMEA,France,France City 4,ST48,5000+,$250M+,AM-024,CRM-Salesforce,Partner,USD,TAX-377474,Contact 00756,contact00756@customer00756.example.com,customer00756.example.com,99,Silver,False,2021-07-04
CUST-00757,Customer Account 00757 Inc,Mid-Market,Retail,APAC,Japan,Japan City 38,ST02,1-50,$10M-$50M,AM-074,Manual-Import,None,USD,TAX-880239,Contact 00757,contact00757@customer00757.example.com,customer00757.example.com,76,Silver,False,2021-07-12
CUST-00758,Customer Account 00758 Inc,Mid-Market,Manufacturing,APAC,India,India City 4,ST32,5000+,<$1M,AM-056,CRM-Salesforce,Customer Referral,USD,TAX-716442,Contact 00758,contact00758@customer00758.example.com,customer00758.example.com,30,Standard,False,2023-01-16
CUST-00759,Customer Account 00759 Inc,SMB,Financial Services,EMEA,France,France City 14,ST33,5000+,$1M-$10M,AM-044,CRM-Salesforce,Conference,USD,TAX-664294,Contact 00759,contact00759@customer00759.example.com,customer00759.example.com,75,Standard,True,2021-05-07
CUST-00760,Customer Account 00760 Inc,SMB,Professional Services,APAC,Singapore,Singapore City 29,ST10,201-1000,$10M-$50M,AM-051,CRM-HubSpot,Analyst Report,GBP,TAX-203968,Contact 00760,contact00760@customer00760.example.com,customer00760.example.com,42,Standard,False,2023-03-17
CUST-00761,Customer Account 00761 Inc,Mid-Market,Manufacturing,APAC,Singapore,Singapore City 15,ST28,5000+,$250M+,AM-069,CRM-HubSpot,None,USD,TAX-400892,Contact 00761,contact00761@customer00761.example.com,customer00761.example.com,32,Silver,False,2021-04-16
CUST-00762,Customer Account 00762 Inc,SMB,Manufacturing,North America,Mexico,Mexico City 22,ST29,51-200,$50M-$250M,AM-016,CRM-Salesforce,Conference,USD,TAX-480670,Contact 00762,contact00762@customer00762.example.com,customer00762.example.com,67,Silver,False,2022-03-24
CUST-00763,Customer Account 00763 Inc,Mid-Market,Financial Services,North America,Canada,Canada City 6,ST48,51-200,$10M-$50M,AM-045,CRM-HubSpot,Customer Referral,USD,TAX-702168,Contact 00763,contact00763@customer00763.example.com,customer00763.example.com,12,Silver,False,2022-01-27
CUST-00764,Customer Account 00764 Inc,Mid-Market,Logistics,North America,United States,United States City 29,ST38,5000+,$250M+,AM-070,CRM-Salesforce,Analyst Report,EUR,TAX-252507,Contact 00764,contact00764@customer00764.example.com,customer00764.example.com,68,Gold,False,2022-06-14
CUST-00765,Customer Account 00765 Inc,SMB,Financial Services,APAC,Singapore,Singapore City 34,ST44,1001-5000,$50M-$250M,AM-076,CRM-Salesforce,Analyst Report,USD,TAX-673277,Contact 00765,contact00765@customer00765.example.com,customer00765.example.com,64,Standard,False,2021-09-22
CUST-00766,Customer Account 00766 Inc,Mid-Market,Professional Services,LATAM,Chile,Chile City 3,ST05,51-200,$1M-$10M,AM-002,CRM-HubSpot,Conference,EUR,TAX-970023,Contact 00766,contact00766@customer00766.example.com,customer00766.example.com,15,Silver,False,2021-11-05
CUST-00767,Customer Account 00767 Inc,SMB,Telecom,North America,Canada,Canada City 7,ST01,51-200,<$1M,AM-036,CRM-HubSpot,Conference,GBP,TAX-786764,Contact 00767,contact00767@customer00767.example.com,customer00767.example.com,66,Silver,False,2022-12-07
CUST-00768,Customer Account 00768 Inc,SMB,Financial Services,LATAM,Brazil,Brazil City 27,ST16,1-50,$1M-$10M,AM-037,CRM-HubSpot,Customer Referral,EUR,TAX-119850,Contact 00768,contact00768@customer00768.example.com,customer00768.example.com,13,Silver,False,2022-01-26
CUST-00769,Customer Account 00769 Inc,Enterprise,Telecom,APAC,India,India City 38,ST08,51-200,$250M+,AM-040,CRM-Salesforce,None,USD,TAX-956972,Contact 00769,contact00769@customer00769.example.com,customer00769.example.com,30,Silver,False,2023-03-15
CUST-00770,Customer Account 00770 Inc,SMB,Media,APAC,Singapore,Singapore City 14,ST42,51-200,$50M-$250M,AM-046,CRM-Salesforce,Customer Referral,USD,TAX-552820,Contact 00770,contact00770@customer00770.example.com,customer00770.example.com,69,Standard,False,2022-04-16
CUST-00771,Customer Account 00771 Inc,Enterprise,Manufacturing,APAC,India,India City 7,ST14,51-200,$1M-$10M,AM-041,CRM-Salesforce,Analyst Report,USD,TAX-352279,Contact 00771,contact00771@customer00771.example.com,customer00771.example.com,81,Standard,False,2022-12-31
CUST-00772,Customer Account 00772 Inc,SMB,Logistics,APAC,India,India City 28,ST42,201-1000,$250M+,AM-061,CRM-HubSpot,None,USD,TAX-737888,Contact 00772,contact00772@customer00772.example.com,customer00772.example.com,35,Platinum,False,2021-07-06
CUST-00773,Customer Account 00773 Inc,Mid-Market,Media,APAC,India,India City 1,ST08,1-50,$250M+,AM-004,CRM-Salesforce,Customer Referral,GBP,TAX-116456,Contact 00773,contact00773@customer00773.example.com,customer00773.example.com,86,Standard,False,2022-12-01
CUST-00774,Customer Account 00774 Inc,SMB,Healthcare,EMEA,Germany,Germany City 24,ST12,51-200,$250M+,AM-041,CRM-Salesforce,Conference,USD,TAX-575932,Contact 00774,contact00774@customer00774.example.com,customer00774.example.com,78,Platinum,False,2022-03-27
CUST-00775,Customer Account 00775 Inc,Mid-Market,Telecom,EMEA,Netherlands,Netherlands City 39,ST27,1-50,<$1M,AM-038,CRM-Salesforce,Analyst Report,EUR,TAX-970871,Contact 00775,contact00775@customer00775.example.com,customer00775.example.com,50,Standard,False,2022-01-09
CUST-00776,Customer Account 00776 Inc,SMB,Media,APAC,Australia,Australia City 29,ST13,201-1000,$50M-$250M,AM-034,CRM-Salesforce,None,GBP,TAX-939050,Contact 00776,contact00776@customer00776.example.com,customer00776.example.com,2,Standard,False,2022-10-28
CUST-00777,Customer Account 00777 Inc,Mid-Market,Financial Services,LATAM,Chile,Chile City 3,ST09,201-1000,<$1M,AM-023,Manual-Import,Partner,GBP,TAX-407712,Contact 00777,contact00777@customer00777.example.com,customer00777.example.com,53,Gold,False,2022-03-30
CUST-00778,Customer Account 00778 Inc,SMB,Media,EMEA,Netherlands,Netherlands City 14,ST32,51-200,$50M-$250M,AM-046,CRM-HubSpot,Analyst Report,GBP,TAX-231037,Contact 00778,contact00778@customer00778.example.com,customer00778.example.com,36,Gold,False,2022-09-02
CUST-00779,Customer Account 00779 Inc,Mid-Market,Retail,APAC,India,India City 38,ST43,1-50,$1M-$10M,AM-044,CRM-Salesforce,Customer Referral,EUR,TAX-908254,Contact 00779,contact00779@customer00779.example.com,customer00779.example.com,92,Silver,False,2022-02-14
CUST-00780,Customer Account 00780 Inc,SMB,Telecom,EMEA,Netherlands,Netherlands City 20,ST20,201-1000,$250M+,AM-017,CRM-Salesforce,Customer Referral,EUR,TAX-334011,Contact 00780,contact00780@customer00780.example.com,customer00780.example.com,29,Standard,False,2022-07-14
CUST-00781,Customer Account 00781 Inc,Enterprise,Logistics,North America,United States,United States City 21,ST42,201-1000,$1M-$10M,AM-039,CRM-Salesforce,None,USD,TAX-537559,Contact 00781,contact00781@customer00781.example.com,customer00781.example.com,97,Silver,True,2022-07-28
CUST-00782,Customer Account 00782 Inc,Enterprise,Manufacturing,APAC,Singapore,Singapore City 13,ST38,5000+,$50M-$250M,AM-066,CRM-Salesforce,Analyst Report,USD,TAX-469446,Contact 00782,contact00782@customer00782.example.com,customer00782.example.com,87,Standard,False,2022-04-28
CUST-00783,Customer Account 00783 Inc,Mid-Market,Media,LATAM,Argentina,Argentina City 38,ST11,1-50,$50M-$250M,AM-052,CRM-Salesforce,Partner,USD,TAX-239063,Contact 00783,contact00783@customer00783.example.com,customer00783.example.com,19,Silver,True,2022-10-19
CUST-00784,Customer Account 00784 Inc,SMB,Media,North America,Mexico,Mexico City 15,ST34,5000+,<$1M,AM-069,Manual-Import,Analyst Report,USD,TAX-640944,Contact 00784,contact00784@customer00784.example.com,customer00784.example.com,13,Silver,False,2021-06-26
CUST-00785,Customer Account 00785 Inc,SMB,Retail,North America,Mexico,Mexico City 10,ST21,5000+,$250M+,AM-019,CRM-Salesforce,Customer Referral,USD,TAX-104694,Contact 00785,contact00785@customer00785.example.com,customer00785.example.com,93,Standard,False,2022-07-28
CUST-00786,Customer Account 00786 Inc,Mid-Market,Retail,North America,Mexico,Mexico City 8,ST01,1-50,$1M-$10M,AM-041,CRM-Salesforce,Conference,USD,TAX-387453,Contact 00786,contact00786@customer00786.example.com,customer00786.example.com,21,Standard,False,2021-10-17
CUST-00787,Customer Account 00787 Inc,SMB,Manufacturing,North America,Canada,Canada City 12,ST16,1001-5000,$250M+,AM-069,CRM-Salesforce,Conference,USD,TAX-409437,Contact 00787,contact00787@customer00787.example.com,customer00787.example.com,31,Standard,False,2021-07-07
CUST-00788,Customer Account 00788 Inc,Mid-Market,Manufacturing,EMEA,UAE,UAE City 15,ST14,5000+,$250M+,AM-028,CRM-Salesforce,Conference,USD,TAX-690894,Contact 00788,contact00788@customer00788.example.com,customer00788.example.com,43,Silver,False,2022-02-16
CUST-00789,Customer Account 00789 Inc,Mid-Market,Software,APAC,Australia,Australia City 24,ST49,201-1000,<$1M,AM-030,CRM-HubSpot,None,USD,TAX-799690,Contact 00789,contact00789@customer00789.example.com,customer00789.example.com,23,Gold,False,2022-08-29
CUST-00790,Customer Account 00790 Inc,SMB,Media,North America,Canada,Canada City 13,ST43,201-1000,$1M-$10M,AM-059,CRM-HubSpot,None,EUR,TAX-330893,Contact 00790,contact00790@customer00790.example.com,customer00790.example.com,17,Gold,False,2021-01-29
CUST-00791,Customer Account 00791 Inc,Enterprise,Software,North America,United States,United States City 5,ST39,201-1000,$10M-$50M,AM-018,CRM-Salesforce,None,USD,TAX-248774,Contact 00791,contact00791@customer00791.example.com,customer00791.example.com,24,Standard,False,2021-04-12
CUST-00792,Customer Account 00792 Inc,Mid-Market,Retail,North America,Mexico,Mexico City 6,ST21,201-1000,<$1M,AM-045,CRM-Salesforce,None,USD,TAX-415160,Contact 00792,contact00792@customer00792.example.com,customer00792.example.com,62,Standard,False,2022-10-09
CUST-00793,Customer Account 00793 Inc,Enterprise,Software,EMEA,Germany,Germany City 15,ST10,201-1000,<$1M,AM-008,CRM-Salesforce,Customer Referral,USD,TAX-822380,Contact 00793,contact00793@customer00793.example.com,customer00793.example.com,30,Gold,False,2022-03-20
CUST-00794,Customer Account 00794 Inc,SMB,Telecom,EMEA,France,France City 27,ST18,1-50,<$1M,AM-076,CRM-Salesforce,Partner,USD,TAX-577904,Contact 00794,contact00794@customer00794.example.com,customer00794.example.com,60,Silver,False,2021-12-07
CUST-00795,Customer Account 00795 Inc,Mid-Market,Logistics,North America,Mexico,Mexico City 2,ST39,1001-5000,$50M-$250M,AM-032,CRM-HubSpot,None,EUR,TAX-253145,Contact 00795,contact00795@customer00795.example.com,customer00795.example.com,74,Silver,False,2022-10-15
CUST-00796,Customer Account 00796 Inc,SMB,Professional Services,EMEA,Netherlands,Netherlands City 31,ST27,201-1000,$50M-$250M,AM-036,CRM-HubSpot,Customer Referral,USD,TAX-846145,Contact 00796,contact00796@customer00796.example.com,customer00796.example.com,33,Standard,False,2021-05-04
CUST-00797,Customer Account 00797 Inc,Mid-Market,Retail,North America,United States,United States City 36,ST30,1-50,<$1M,AM-065,CRM-HubSpot,Partner,GBP,TAX-458690,Contact 00797,contact00797@customer00797.example.com,customer00797.example.com,75,Gold,False,2022-01-15
CUST-00798,Customer Account 00798 Inc,Enterprise,Software,EMEA,Netherlands,Netherlands City 11,ST48,201-1000,$50M-$250M,AM-040,CRM-HubSpot,Analyst Report,USD,TAX-261655,Contact 00798,contact00798@customer00798.example.com,customer00798.example.com,51,Gold,False,2022-02-08
CUST-00799,Customer Account 00799 Inc,Mid-Market,Logistics,North America,United States,United States City 23,ST47,1-50,$1M-$10M,AM-038,CRM-Salesforce,Analyst Report,USD,TAX-654447,Contact 00799,contact00799@customer00799.example.com,customer00799.example.com,9,Standard,False,2022-08-17
CUST-00800,Customer Account 00800 Inc,Mid-Market,Professional Services,APAC,Australia,Australia City 22,ST37,201-1000,$10M-$50M,AM-030,CRM-Salesforce,Customer Referral,USD,TAX-640234,Contact 00800,contact00800@customer00800.example.com,customer00800.example.com,33,Silver,False,2021-05-03
CUST-00801,Customer Account 00801 Inc,Mid-Market,Financial Services,North America,Mexico,Mexico City 16,ST39,51-200,$10M-$50M,AM-063,CRM-HubSpot,None,USD,TAX-918520,Contact 00801,contact00801@customer00801.example.com,customer00801.example.com,93,Gold,False,2023-03-04
CUST-00802,Customer Account 00802 Inc,SMB,Telecom,EMEA,United Kingdom,United Kingdom City 14,ST16,201-1000,$250M+,AM-044,CRM-HubSpot,Analyst Report,EUR,TAX-906651,Contact 00802,contact00802@customer00802.example.com,customer00802.example.com,6,Silver,False,2021-12-12
CUST-00803,Customer Account 00803 Inc,SMB,Professional Services,EMEA,UAE,UAE City 2,ST36,201-1000,$250M+,AM-040,Manual-Import,None,USD,TAX-157772,Contact 00803,contact00803@customer00803.example.com,customer00803.example.com,67,Standard,False,2022-05-16
CUST-00804,Customer Account 00804 Inc,SMB,Software,North America,Canada,Canada City 11,ST36,5000+,<$1M,AM-046,CRM-Salesforce,Analyst Report,USD,TAX-223656,Contact 00804,contact00804@customer00804.example.com,customer00804.example.com,36,Silver,False,2021-05-13
CUST-00805,Customer Account 00805 Inc,SMB,Professional Services,EMEA,Netherlands,Netherlands City 30,ST40,1-50,$250M+,AM-022,CRM-Salesforce,Partner,USD,TAX-221856,Contact 00805,contact00805@customer00805.example.com,customer00805.example.com,74,Silver,False,2022-06-22
CUST-00806,Customer Account 00806 Inc,Mid-Market,Telecom,APAC,Australia,Australia City 13,ST11,201-1000,$1M-$10M,AM-063,CRM-HubSpot,Partner,USD,TAX-636363,Contact 00806,contact00806@customer00806.example.com,customer00806.example.com,3,Silver,False,2021-03-02
CUST-00807,Customer Account 00807 Inc,SMB,Manufacturing,North America,Canada,Canada City 30,ST27,1-50,$250M+,AM-023,CRM-HubSpot,None,USD,TAX-120392,Contact 00807,contact00807@customer00807.example.com,customer00807.example.com,82,Gold,False,2021-10-01
CUST-00808,Customer Account 00808 Inc,SMB,Manufacturing,North America,Canada,Canada City 11,ST46,5000+,$50M-$250M,AM-010,CRM-Salesforce,None,EUR,TAX-237665,Contact 00808,contact00808@customer00808.example.com,customer00808.example.com,71,Silver,False,2021-02-13
CUST-00809,Customer Account 00809 Inc,SMB,Education,North America,United States,United States City 28,ST37,51-200,$1M-$10M,AM-016,CRM-Salesforce,Partner,USD,TAX-315001,Contact 00809,contact00809@customer00809.example.com,customer00809.example.com,57,Standard,False,2021-09-30
CUST-00810,Customer Account 00810 Inc,SMB,Telecom,North America,Canada,Canada City 28,ST17,51-200,$250M+,AM-057,CRM-Salesforce,Partner,USD,TAX-832171,Contact 00810,contact00810@customer00810.example.com,customer00810.example.com,87,Standard,False,2022-02-03
CUST-00811,Customer Account 00811 Inc,Mid-Market,Media,EMEA,Germany,Germany City 31,ST22,5000+,$1M-$10M,AM-056,CRM-Salesforce,Customer Referral,USD,TAX-880772,Contact 00811,contact00811@customer00811.example.com,customer00811.example.com,91,Silver,False,2022-11-04
CUST-00812,Customer Account 00812 Inc,Mid-Market,Retail,North America,United States,United States City 25,ST24,51-200,$50M-$250M,AM-058,CRM-Salesforce,Conference,EUR,TAX-415539,Contact 00812,contact00812@customer00812.example.com,customer00812.example.com,88,Standard,False,2022-07-04
CUST-00813,Customer Account 00813 Inc,SMB,Professional Services,LATAM,Argentina,Argentina City 37,ST11,5000+,<$1M,AM-047,Manual-Import,Customer Referral,EUR,TAX-224492,Contact 00813,contact00813@customer00813.example.com,customer00813.example.com,14,Standard,False,2021-04-16
CUST-00814,Customer Account 00814 Inc,Enterprise,Media,APAC,Singapore,Singapore City 36,ST36,51-200,$10M-$50M,AM-035,CRM-Salesforce,None,USD,TAX-551031,Contact 00814,contact00814@customer00814.example.com,customer00814.example.com,48,Platinum,False,2021-10-24
CUST-00815,Customer Account 00815 Inc,SMB,Media,North America,United States,United States City 23,ST01,1001-5000,$50M-$250M,AM-033,CRM-Salesforce,Partner,USD,TAX-735713,Contact 00815,contact00815@customer00815.example.com,customer00815.example.com,49,Standard,False,2022-05-17
CUST-00816,Customer Account 00816 Inc,SMB,Retail,EMEA,France,France City 30,ST27,201-1000,$250M+,AM-068,CRM-HubSpot,Partner,GBP,TAX-150883,Contact 00816,contact00816@customer00816.example.com,customer00816.example.com,14,Standard,True,2021-09-26
CUST-00817,Customer Account 00817 Inc,SMB,Education,APAC,Japan,Japan City 31,ST27,5000+,$10M-$50M,AM-026,CRM-HubSpot,Analyst Report,USD,TAX-637199,Contact 00817,contact00817@customer00817.example.com,customer00817.example.com,98,Standard,False,2022-11-05
CUST-00818,Customer Account 00818 Inc,SMB,Retail,North America,United States,United States City 36,ST09,5000+,<$1M,AM-063,CRM-Salesforce,Partner,GBP,TAX-940053,Contact 00818,contact00818@customer00818.example.com,customer00818.example.com,13,Silver,False,2023-01-23
CUST-00819,Customer Account 00819 Inc,Mid-Market,Professional Services,EMEA,Netherlands,Netherlands City 2,ST24,201-1000,<$1M,AM-053,CRM-HubSpot,None,GBP,TAX-206464,Contact 00819,contact00819@customer00819.example.com,customer00819.example.com,88,Silver,True,2022-05-09
CUST-00820,Customer Account 00820 Inc,SMB,Media,North America,Mexico,Mexico City 3,ST15,51-200,$250M+,AM-013,CRM-HubSpot,Conference,USD,TAX-452732,Contact 00820,contact00820@customer00820.example.com,customer00820.example.com,63,Gold,False,2022-10-02
CUST-00821,Customer Account 00821 Inc,Mid-Market,Telecom,LATAM,Argentina,Argentina City 33,ST36,51-200,$10M-$50M,AM-017,CRM-HubSpot,Analyst Report,GBP,TAX-120900,Contact 00821,contact00821@customer00821.example.com,customer00821.example.com,64,Standard,False,2021-03-13
CUST-00822,Customer Account 00822 Inc,Mid-Market,Professional Services,North America,United States,United States City 4,ST15,201-1000,$250M+,AM-026,CRM-Salesforce,Customer Referral,USD,TAX-139966,Contact 00822,contact00822@customer00822.example.com,customer00822.example.com,91,Standard,False,2021-04-10
CUST-00823,Customer Account 00823 Inc,Enterprise,Retail,EMEA,United Kingdom,United Kingdom City 19,ST13,1-50,$10M-$50M,AM-036,CRM-Salesforce,Conference,USD,TAX-180275,Contact 00823,contact00823@customer00823.example.com,customer00823.example.com,39,Platinum,False,2022-06-08
CUST-00824,Customer Account 00824 Inc,SMB,Telecom,APAC,Singapore,Singapore City 8,ST49,1-50,<$1M,AM-035,CRM-HubSpot,Conference,USD,TAX-925029,Contact 00824,contact00824@customer00824.example.com,customer00824.example.com,50,Gold,False,2022-03-07
CUST-00825,Customer Account 00825 Inc,SMB,Retail,EMEA,Germany,Germany City 28,ST34,1-50,$1M-$10M,AM-052,CRM-Salesforce,Partner,EUR,TAX-697560,Contact 00825,contact00825@customer00825.example.com,customer00825.example.com,13,Gold,False,2022-09-02
CUST-00826,Customer Account 00826 Inc,Enterprise,Media,APAC,Singapore,Singapore City 37,ST17,1001-5000,$10M-$50M,AM-046,CRM-Salesforce,Partner,GBP,TAX-286611,Contact 00826,contact00826@customer00826.example.com,customer00826.example.com,89,Standard,False,2021-01-23
CUST-00827,Customer Account 00827 Inc,Mid-Market,Logistics,APAC,Australia,Australia City 37,ST33,1-50,$10M-$50M,AM-031,CRM-Salesforce,None,USD,TAX-300269,Contact 00827,contact00827@customer00827.example.com,customer00827.example.com,83,Silver,False,2022-06-24
CUST-00828,Customer Account 00828 Inc,Mid-Market,Telecom,EMEA,Germany,Germany City 39,ST26,1-50,$10M-$50M,AM-021,CRM-HubSpot,Analyst Report,GBP,TAX-756162,Contact 00828,contact00828@customer00828.example.com,customer00828.example.com,35,Silver,False,2021-07-01
CUST-00829,Customer Account 00829 Inc,Mid-Market,Telecom,North America,Mexico,Mexico City 29,ST25,1001-5000,$10M-$50M,AM-006,CRM-HubSpot,Customer Referral,USD,TAX-239747,Contact 00829,contact00829@customer00829.example.com,customer00829.example.com,15,Silver,False,2022-05-26
CUST-00830,Customer Account 00830 Inc,SMB,Telecom,EMEA,Germany,Germany City 39,ST18,1-50,$250M+,AM-038,CRM-Salesforce,Conference,USD,TAX-649187,Contact 00830,contact00830@customer00830.example.com,customer00830.example.com,40,Silver,False,2021-09-11
CUST-00831,Customer Account 00831 Inc,SMB,Manufacturing,EMEA,United Kingdom,United Kingdom City 2,ST02,201-1000,$50M-$250M,AM-009,CRM-HubSpot,Customer Referral,EUR,TAX-384100,Contact 00831,contact00831@customer00831.example.com,customer00831.example.com,95,Silver,False,2021-05-12
CUST-00832,Customer Account 00832 Inc,Enterprise,Media,North America,United States,United States City 39,ST36,201-1000,$1M-$10M,AM-022,CRM-Salesforce,Customer Referral,USD,TAX-201556,Contact 00832,contact00832@customer00832.example.com,customer00832.example.com,13,Standard,False,2021-11-08
CUST-00833,Customer Account 00833 Inc,SMB,Manufacturing,LATAM,Chile,Chile City 30,ST23,1-50,<$1M,AM-023,CRM-Salesforce,Partner,USD,TAX-392831,Contact 00833,contact00833@customer00833.example.com,customer00833.example.com,88,Silver,False,2023-02-19
CUST-00834,Customer Account 00834 Inc,SMB,Retail,EMEA,Germany,Germany City 17,ST07,5000+,<$1M,AM-058,CRM-Salesforce,Partner,USD,TAX-709388,Contact 00834,contact00834@customer00834.example.com,customer00834.example.com,42,Standard,False,2021-01-23
CUST-00835,Customer Account 00835 Inc,Mid-Market,Manufacturing,LATAM,Brazil,Brazil City 23,ST38,51-200,<$1M,AM-036,CRM-Salesforce,Customer Referral,EUR,TAX-460833,Contact 00835,contact00835@customer00835.example.com,customer00835.example.com,74,Gold,False,2023-06-05
CUST-00836,Customer Account 00836 Inc,SMB,Media,EMEA,Netherlands,Netherlands City 19,ST33,1001-5000,$10M-$50M,AM-010,CRM-Salesforce,Partner,EUR,TAX-332643,Contact 00836,contact00836@customer00836.example.com,customer00836.example.com,71,Standard,False,2022-03-15
CUST-00837,Customer Account 00837 Inc,Mid-Market,Healthcare,North America,United States,United States City 19,ST08,201-1000,$250M+,AM-059,CRM-Salesforce,Customer Referral,USD,TAX-126276,Contact 00837,contact00837@customer00837.example.com,customer00837.example.com,78,Silver,False,2023-01-29
CUST-00838,Customer Account 00838 Inc,SMB,Education,North America,United States,United States City 31,ST19,1001-5000,<$1M,AM-035,CRM-Salesforce,None,EUR,TAX-769559,Contact 00838,contact00838@customer00838.example.com,customer00838.example.com,90,Platinum,False,2023-06-03
CUST-00839,Customer Account 00839 Inc,Mid-Market,Telecom,North America,United States,United States City 3,ST17,1-50,$50M-$250M,AM-031,CRM-HubSpot,None,GBP,TAX-997566,Contact 00839,contact00839@customer00839.example.com,customer00839.example.com,2,Gold,False,2022-11-29
CUST-00840,Customer Account 00840 Inc,SMB,Education,North America,Canada,Canada City 30,ST45,1001-5000,<$1M,AM-020,CRM-Salesforce,Partner,USD,TAX-714951,Contact 00840,contact00840@customer00840.example.com,customer00840.example.com,12,Platinum,False,2022-12-10
CUST-00841,Customer Account 00841 Inc,Mid-Market,Software,EMEA,France,France City 38,ST19,1-50,$10M-$50M,AM-038,CRM-Salesforce,Customer Referral,USD,TAX-661669,Contact 00841,contact00841@customer00841.example.com,customer00841.example.com,18,Standard,False,2023-01-16
CUST-00842,Customer Account 00842 Inc,SMB,Education,EMEA,UAE,UAE City 8,ST11,51-200,$10M-$50M,AM-017,CRM-Salesforce,Conference,EUR,TAX-486894,Contact 00842,contact00842@customer00842.example.com,customer00842.example.com,41,Standard,False,2023-06-06
CUST-00843,Customer Account 00843 Inc,SMB,Financial Services,APAC,Singapore,Singapore City 9,ST24,1001-5000,$250M+,AM-039,CRM-HubSpot,Conference,USD,TAX-157946,Contact 00843,contact00843@customer00843.example.com,customer00843.example.com,73,Platinum,False,2022-11-13
CUST-00844,Customer Account 00844 Inc,SMB,Software,EMEA,United Kingdom,United Kingdom City 7,ST03,201-1000,$1M-$10M,AM-078,Manual-Import,Conference,USD,TAX-992709,Contact 00844,contact00844@customer00844.example.com,customer00844.example.com,45,Standard,False,2022-03-05
CUST-00845,Customer Account 00845 Inc,SMB,Professional Services,North America,Canada,Canada City 38,ST20,1-50,<$1M,AM-074,CRM-HubSpot,Customer Referral,GBP,TAX-733064,Contact 00845,contact00845@customer00845.example.com,customer00845.example.com,9,Standard,False,2021-03-16
CUST-00846,Customer Account 00846 Inc,SMB,Telecom,North America,Mexico,Mexico City 20,ST05,51-200,$50M-$250M,AM-069,CRM-Salesforce,Partner,GBP,TAX-612985,Contact 00846,contact00846@customer00846.example.com,customer00846.example.com,44,Silver,False,2021-01-13
CUST-00847,Customer Account 00847 Inc,SMB,Retail,APAC,Japan,Japan City 30,ST12,1001-5000,$10M-$50M,AM-009,CRM-HubSpot,Partner,EUR,TAX-254549,Contact 00847,contact00847@customer00847.example.com,customer00847.example.com,22,Gold,False,2023-04-28
CUST-00848,Customer Account 00848 Inc,SMB,Software,APAC,Australia,Australia City 6,ST14,201-1000,<$1M,AM-027,CRM-Salesforce,Analyst Report,EUR,TAX-577125,Contact 00848,contact00848@customer00848.example.com,customer00848.example.com,47,Standard,True,2022-04-14
CUST-00849,Customer Account 00849 Inc,Enterprise,Media,EMEA,United Kingdom,United Kingdom City 39,ST19,1-50,$50M-$250M,AM-030,CRM-HubSpot,Analyst Report,USD,TAX-478658,Contact 00849,contact00849@customer00849.example.com,customer00849.example.com,81,Silver,False,2022-05-09
CUST-00850,Customer Account 00850 Inc,SMB,Software,North America,Mexico,Mexico City 14,ST10,1001-5000,$50M-$250M,AM-002,CRM-Salesforce,Customer Referral,USD,TAX-850143,Contact 00850,contact00850@customer00850.example.com,customer00850.example.com,98,Standard,False,2022-09-21
CUST-00851,Customer Account 00851 Inc,SMB,Retail,EMEA,Netherlands,Netherlands City 10,ST34,1-50,$1M-$10M,AM-062,CRM-HubSpot,Conference,USD,TAX-645201,Contact 00851,contact00851@customer00851.example.com,customer00851.example.com,79,Standard,False,2021-03-04
CUST-00852,Customer Account 00852 Inc,SMB,Logistics,EMEA,France,France City 2,ST13,51-200,$50M-$250M,AM-033,CRM-HubSpot,Conference,USD,TAX-793761,Contact 00852,contact00852@customer00852.example.com,customer00852.example.com,21,Standard,False,2023-03-11
CUST-00853,Customer Account 00853 Inc,Mid-Market,Logistics,LATAM,Argentina,Argentina City 22,ST49,1-50,<$1M,AM-012,CRM-Salesforce,Partner,GBP,TAX-518061,Contact 00853,contact00853@customer00853.example.com,customer00853.example.com,36,Silver,False,2022-01-12
CUST-00854,Customer Account 00854 Inc,SMB,Logistics,EMEA,Netherlands,Netherlands City 14,ST41,51-200,$1M-$10M,AM-078,CRM-HubSpot,None,USD,TAX-860363,Contact 00854,contact00854@customer00854.example.com,customer00854.example.com,26,Standard,False,2022-05-13
CUST-00855,Customer Account 00855 Inc,SMB,Logistics,EMEA,Germany,Germany City 1,ST39,5000+,$50M-$250M,AM-015,CRM-HubSpot,Analyst Report,USD,TAX-572647,Contact 00855,contact00855@customer00855.example.com,customer00855.example.com,66,Gold,False,2022-02-22
CUST-00856,Customer Account 00856 Inc,SMB,Financial Services,EMEA,Netherlands,Netherlands City 35,ST32,1001-5000,$1M-$10M,AM-056,CRM-Salesforce,Partner,EUR,TAX-965722,Contact 00856,contact00856@customer00856.example.com,customer00856.example.com,50,Silver,False,2023-02-14
