customer_id,customer_name,region,segment,account_manager,credit_terms,onboarding_date,primary_contact_email,billing_address_line1,billing_address_city,billing_address_state,billing_address_zip,industry_code,source_system,created_at
CUST-00281,Customer Account 00281 Inc,South,Mid-Market,AM-024,Prepaid,2016-04-26,contact00281@customer00281.example.com,215 Commerce St,South City 4,XX,33063,MFG,CRM-NextGen,2016-03-14
CUST-00282,Customer Account 00282 Inc,West,SMB,AM-010,Net60,2022-07-22,contact00282@customer00282.example.com,7771 Commerce St,West City 33,XX,59983,CON,CRM-NextGen,2021-02-15
CUST-00283,Customer Account 00283 Inc,South,SMB,AM-008,Net60,2018-04-20,contact00283@customer00283.example.com,7730 Commerce St,South City 21,XX,16898,LOG,Manual-Import,2023-02-24
CUST-00284,Customer Account 00284 Inc,East,SMB,AM-014,Prepaid,2016-11-08,contact00284@customer00284.example.com,6874 Commerce St,East City 2,XX,79893,MFG,Manual-Import,2017-05-25
CUST-00285,Customer Account 00285 Inc,East,Mid-Market,AM-042,Prepaid,2016-02-17,contact00285@customer00285.example.com,4766 Commerce St,East City 39,XX,34669,TEC,CRM-NextGen,2019-03-27
CUST-00286,Customer Account 00286 Inc,West,Mid-Market,AM-031,Prepaid,2019-11-11,contact00286@customer00286.example.com,7980 Commerce St,West City 24,XX,82125,LOG,CRM-Legacy,2018-06-24
CUST-00287,Customer Account 00287 Inc,South,Enterprise,AM-029,Prepaid,2023-01-23,contact00287@customer00287.example.com,6049 Commerce St,South City 12,XX,84391,RTL,CRM-Legacy,2024-03-11
CUST-00288,Customer Account 00288 Inc,Central,Enterprise,AM-035,Prepaid,2018-03-07,contact00288@customer00288.example.com,6845 Commerce St,Central City 14,XX,54698,LOG,CRM-NextGen,2019-07-15
CUST-00289,Customer Account 00289 Inc,East,Mid-Market,AM-014,Net30,2019-04-29,contact00289@customer00289.example.com,6482 Commerce St,East City 3,XX,97868,LOG,CRM-NextGen,2016-02-17
CUST-00290,Customer Account 00290 Inc,East,SMB,AM-054,Prepaid,2016-08-15,contact00290@customer00290.example.com,2380 Commerce St,East City 29,XX,92043,AGR,CRM-NextGen,2020-12-11
CUST-00291,Customer Account 00291 Inc,East,Enterprise,AM-035,Net30,2016-06-27,contact00291@customer00291.example.com,7982 Commerce St,East City 29,XX,14779,MFG,CRM-Legacy,2017-12-26
CUST-00292,Customer Account 00292 Inc,East,Enterprise,AM-030,Net60,2022-06-27,contact00292@customer00292.example.com,6438 Commerce St,East City 32,XX,92254,AGR,CRM-NextGen,2016-05-28
CUST-00293,Customer Account 00293 Inc,South,SMB,AM-026,Net60,2018-12-25,contact00293@customer00293.example.com,7897 Commerce St,South City 28,XX,81822,CON,CRM-NextGen,2018-11-07
CUST-00294,Customer Account 00294 Inc,South,SMB,AM-017,Net45,2017-02-04,contact00294@customer00294.example.com,447 Commerce St,South City 34,XX,49178,CON,Manual-Import,2016-11-30
CUST-00295,Customer Account 00295 Inc,Central,Mid-Market,AM-042,Net60,2017-09-04,contact00295@customer00295.example.com,3090 Commerce St,Central City 38,XX,34821,AGR,Manual-Import,2020-11-13
CUST-00296,Customer Account 00296 Inc,South,Mid-Market,AM-051,Net30,2019-08-17,contact00296@customer00296.example.com,4372 Commerce St,South City 8,XX,46189,RTL,Manual-Import,2019-07-19
CUST-00297,Customer Account 00297 Inc,West,SMB,AM-027,Net30,2019-08-19,contact00297@customer00297.example.com,7523 Commerce St,West City 24,XX,29949,AGR,CRM-Legacy,2024-02-28
CUST-00298,Customer Account 00298 Inc,West,SMB,AM-020,Net60,2022-08-15,contact00298@customer00298.example.com,8332 Commerce St,West City 3,XX,71540,HLC,Manual-Import,2017-10-19
CUST-00299,Customer Account 00299 Inc,North,Mid-Market,AM-040,Net45,2020-01-24,contact00299@customer00299.example.com,9644 Commerce St,North City 30,XX,98638,HLC,Manual-Import,2019-02-22
CUST-00300,Customer Account 00300 Inc,Central,SMB,AM-052,Net60,2022-05-18,contact00300@customer00300.example.com,5831 Commerce St,Central City 9,XX,98626,MFG,Manual-Import,2017-09-19
CUST-00301,Customer Account 00301 Inc,West,Mid-Market,AM-025,Net45,2023-05-27,contact00301@customer00301.example.com,7716 Commerce St,West City 27,XX,66683,HLC,Manual-Import,2018-04-01
CUST-00302,Customer Account 00302 Inc,Central,Mid-Market,AM-023,Net60,2021-11-11,contact00302@customer00302.example.com,7689 Commerce St,Central City 4,XX,24495,AGR,Manual-Import,2017-01-17
CUST-00303,Customer Account 00303 Inc,Central,SMB,AM-016,Net60,2017-07-24,contact00303@customer00303.example.com,7902 Commerce St,Central City 4,XX,40081,CON,CRM-Legacy,2019-03-25
CUST-00304,Customer Account 00304 Inc,West,Enterprise,AM-006,Net60,2016-08-25,contact00304@customer00304.example.com,2881 Commerce St,West City 21,XX,29306,RTL,Manual-Import,2022-05-21
CUST-00305,Customer Account 00305 Inc,North,Enterprise,AM-051,Prepaid,2018-10-08,contact00305@customer00305.example.com,3324 Commerce St,North City 6,XX,89764,HLC,CRM-NextGen,2017-12-18
CUST-00306,Customer Account 00306 Inc,Central,Mid-Market,AM-047,Net60,2020-01-26,contact00306@customer00306.example.com,9414 Commerce St,Central City 27,XX,12446,AGR,CRM-Legacy,2018-06-22
CUST-00307,Customer Account 00307 Inc,East,SMB,AM-013,Net30,2018-08-18,contact00307@customer00307.example.com,3770 Commerce St,East City 27,XX,63799,CON,CRM-Legacy,2020-03-22
CUST-00308,Customer Account 00308 Inc,South,Enterprise,AM-014,Net30,2020-01-01,contact00308@customer00308.example.com,7383 Commerce St,South City 20,XX,24520,AGR,CRM-NextGen,2021-10-30
CUST-00309,Customer Account 00309 Inc,South,SMB,AM-054,Net45,2021-12-23,contact00309@customer00309.example.com,5069 Commerce St,South City 3,XX,18844,HLC,CRM-Legacy,2020-12-31
CUST-00310,Customer Account 00310 Inc,North,Enterprise,AM-035,Net45,2020-10-14,contact00310@customer00310.example.com,4054 Commerce St,North City 14,XX,40620,HLC,CRM-NextGen,2022-11-07
CUST-00311,Customer Account 00311 Inc,East,Mid-Market,AM-025,Prepaid,2020-08-15,contact00311@customer00311.example.com,2238 Commerce St,East City 22,XX,79622,RTL,CRM-Legacy,2020-12-03
CUST-00312,Customer Account 00312 Inc,Central,SMB,AM-020,Net60,2017-03-13,contact00312@customer00312.example.com,4012 Commerce St,Central City 39,XX,89966,AGR,CRM-Legacy,2019-06-05
CUST-00313,Customer Account 00313 Inc,North,Mid-Market,AM-018,Net30,2021-12-03,contact00313@customer00313.example.com,7613 Commerce St,North City 26,XX,82810,CON,CRM-NextGen,2023-04-20
CUST-00314,Customer Account 00314 Inc,South,SMB,AM-027,Net45,2019-08-17,contact00314@customer00314.example.com,1736 Commerce St,South City 25,XX,21127,TEC,CRM-NextGen,2022-05-18
CUST-00315,Customer Account 00315 Inc,East,Mid-Market,AM-001,Net45,2018-06-08,contact00315@customer00315.example.com,1749 Commerce St,East City 37,XX,32820,TEC,Manual-Import,2018-12-29
CUST-00316,Customer Account 00316 Inc,Central,Mid-Market,AM-024,Net30,2023-02-16,contact00316@customer00316.example.com,8653 Commerce St,Central City 38,XX,21151,AGR,CRM-NextGen,2022-11-29
CUST-00317,Customer Account 00317 Inc,Central,Mid-Market,AM-012,Net45,2020-11-23,contact00317@customer00317.example.com,4182 Commerce St,Central City 26,XX,70694,RTL,CRM-Legacy,2022-02-16
CUST-00318,Customer Account 00318 Inc,North,Mid-Market,AM-012,Net30,2018-07-09,contact00318@customer00318.example.com,5273 Commerce St,North City 33,XX,98980,AGR,Manual-Import,2020-05-11
CUST-00319,Customer Account 00319 Inc,East,SMB,AM-049,Prepaid,2019-03-15,contact00319@customer00319.example.com,6370 Commerce St,East City 31,XX,80514,RTL,Manual-Import,2020-02-18
CUST-00320,Customer Account 00320 Inc,North,Mid-Market,AM-007,Net30,2020-04-10,contact00320@customer00320.example.com,6034 Commerce St,North City 4,XX,41509,TEC,Manual-Import,2021-05-09
CUST-00321,Customer Account 00321 Inc,North,Enterprise,AM-037,Prepaid,2016-10-13,contact00321@customer00321.example.com,6263 Commerce St,North City 14,XX,75770,AGR,Manual-Import,2023-02-22
CUST-00322,Customer Account 00322 Inc,Central,SMB,AM-019,Net30,2020-09-28,contact00322@customer00322.example.com,5348 Commerce St,Central City 39,XX,14474,MFG,CRM-Legacy,2020-07-01
CUST-00323,Customer Account 00323 Inc,East,Mid-Market,AM-035,Net45,2016-05-20,contact00323@customer00323.example.com,7548 Commerce St,East City 3,XX,70020,TEC,Manual-Import,2021-09-08
CUST-00324,Customer Account 00324 Inc,East,Enterprise,AM-042,Net45,2023-01-17,contact00324@customer00324.example.com,8217 Commerce St,East City 15,XX,35529,LOG,CRM-NextGen,2016-12-20
CUST-00325,Customer Account 00325 Inc,South,SMB,AM-050,Net30,2022-10-04,contact00325@customer00325.example.com,1208 Commerce St,South City 32,XX,89333,HLC,CRM-Legacy,2021-11-10
CUST-00326,Customer Account 00326 Inc,North,Mid-Market,AM-035,Prepaid,2024-02-27,contact00326@customer00326.example.com,4081 Commerce St,North City 12,XX,85097,HLC,CRM-Legacy,2023-06-01
CUST-00327,Customer Account 00327 Inc,Central,Enterprise,AM-018,Net60,2018-07-18,contact00327@customer00327.example.com,6268 Commerce St,Central City 30,XX,10512,LOG,CRM-Legacy,2016-12-09
CUST-00328,Customer Account 00328 Inc,West,Mid-Market,AM-037,Net45,2021-06-29,contact00328@customer00328.example.com,7643 Commerce St,West City 27,XX,43352,LOG,CRM-Legacy,2018-11-05
CUST-00329,Customer Account 00329 Inc,South,Mid-Market,AM-018,Net60,2019-07-12,contact00329@customer00329.example.com,9234 Commerce St,South City 19,XX,52029,MFG,Manual-Import,2017-03-20
CUST-00330,Customer Account 00330 Inc,North,Enterprise,AM-056,Net45,2020-11-05,contact00330@customer00330.example.com,199 Commerce St,North City 30,XX,70166,MFG,CRM-NextGen,2017-10-30
CUST-00331,Customer Account 00331 Inc,West,Mid-Market,AM-023,Net45,2018-10-21,contact00331@customer00331.example.com,8795 Commerce St,West City 26,XX,53866,RTL,CRM-NextGen,2016-03-17
CUST-00332,Customer Account 00332 Inc,Central,Mid-Market,AM-001,Net60,2018-12-20,contact00332@customer00332.example.com,358 Commerce St,Central City 37,XX,78938,MFG,CRM-Legacy,2020-05-09
CUST-00333,Customer Account 00333 Inc,Central,SMB,AM-035,Net45,2021-03-31,contact00333@customer00333.example.com,3567 Commerce St,Central City 1,XX,11651,CON,CRM-NextGen,2018-08-25
CUST-00334,Customer Account 00334 Inc,North,Enterprise,AM-046,Net45,2021-11-18,contact00334@customer00334.example.com,9950 Commerce St,North City 25,XX,96434,CON,Manual-Import,2017-06-11
CUST-00335,Customer Account 00335 Inc,North,SMB,AM-040,Net45,2020-01-08,contact00335@customer00335.example.com,1210 Commerce St,North City 14,XX,71462,RTL,CRM-NextGen,2018-05-19
CUST-00336,Customer Account 00336 Inc,East,Mid-Market,AM-046,Prepaid,2021-10-09,contact00336@customer00336.example.com,9224 Commerce St,East City 29,XX,59572,CON,CRM-Legacy,2021-07-13
CUST-00337,Customer Account 00337 Inc,West,Mid-Market,AM-037,Net60,2017-08-16,contact00337@customer00337.example.com,7894 Commerce St,West City 33,XX,58484,LOG,Manual-Import,2019-10-31
CUST-00338,Customer Account 00338 Inc,Central,SMB,AM-056,Net30,2019-12-29,contact00338@customer00338.example.com,9384 Commerce St,Central City 29,XX,34009,CON,CRM-Legacy,2017-12-12
CUST-00339,Customer Account 00339 Inc,Central,Mid-Market,AM-003,Net30,2022-06-19,contact00339@customer00339.example.com,577 Commerce St,Central City 13,XX,31670,AGR,CRM-NextGen,2021-05-18
CUST-00340,Customer Account 00340 Inc,North,Mid-Market,AM-042,Prepaid,2019-11-11,contact00340@customer00340.example.com,6704 Commerce St,North City 8,XX,93954,RTL,CRM-NextGen,2016-09-26
CUST-00341,Customer Account 00341 Inc,North,Mid-Market,AM-008,Prepaid,2020-10-06,contact00341@customer00341.example.com,977 Commerce St,North City 18,XX,53133,RTL,CRM-NextGen,2023-01-27
CUST-00342,Customer Account 00342 Inc,Central,SMB,AM-031,Net30,2021-03-19,contact00342@customer00342.example.com,7754 Commerce St,Central City 1,XX,64306,LOG,CRM-Legacy,2023-01-16
CUST-00343,Customer Account 00343 Inc,Central,Mid-Market,AM-038,Net45,2019-09-20,contact00343@customer00343.example.com,5271 Commerce St,Central City 19,XX,84344,AGR,CRM-NextGen,2020-03-19
CUST-00344,Customer Account 00344 Inc,South,Enterprise,AM-011,Prepaid,2017-01-13,contact00344@customer00344.example.com,3332 Commerce St,South City 10,XX,28614,HLC,Manual-Import,2023-05-01
CUST-00345,Customer Account 00345 Inc,North,Mid-Market,AM-015,Prepaid,2017-10-31,contact00345@customer00345.example.com,4083 Commerce St,North City 22,XX,44335,CON,Manual-Import,2020-05-15
CUST-00346,Customer Account 00346 Inc,East,SMB,AM-057,Net30,2022-11-17,contact00346@customer00346.example.com,8996 Commerce St,East City 32,XX,77459,HLC,Manual-Import,2020-10-05
CUST-00347,Customer Account 00347 Inc,Central,SMB,AM-021,Prepaid,2017-05-30,contact00347@customer00347.example.com,8650 Commerce St,Central City 9,XX,94336,MFG,CRM-Legacy,2020-12-31
CUST-00348,Customer Account 00348 Inc,East,Enterprise,AM-041,Net60,2020-03-12,contact00348@customer00348.example.com,5135 Commerce St,East City 15,XX,90145,AGR,CRM-Legacy,2016-04-26
CUST-00349,Customer Account 00349 Inc,North,Mid-Market,AM-003,Net45,2020-11-09,contact00349@customer00349.example.com,8101 Commerce St,North City 33,XX,49106,CON,CRM-NextGen,2023-10-19
CUST-00350,Customer Account 00350 Inc,West,Mid-Market,AM-019,Prepaid,2024-01-12,contact00350@customer00350.example.com,8107 Commerce St,West City 5,XX,28512,AGR,CRM-Legacy,2016-02-04
CUST-00351,Customer Account 00351 Inc,South,Enterprise,AM-029,Net45,2020-12-01,contact00351@customer00351.example.com,5489 Commerce St,South City 32,XX,98266,MFG,Manual-Import,2017-05-06
CUST-00352,Customer Account 00352 Inc,South,Mid-Market,AM-021,Prepaid,2019-02-23,contact00352@customer00352.example.com,8168 Commerce St,South City 38,XX,55957,MFG,Manual-Import,2019-06-23
CUST-00353,Customer Account 00353 Inc,South,Mid-Market,AM-027,Prepaid,2018-04-15,contact00353@customer00353.example.com,4640 Commerce St,South City 28,XX,29884,CON,Manual-Import,2022-09-04
CUST-00354,Customer Account 00354 Inc,North,Mid-Market,AM-024,Net45,2023-05-04,contact00354@customer00354.example.com,1837 Commerce St,North City 34,XX,40806,LOG,CRM-Legacy,2018-03-17
CUST-00355,Customer Account 00355 Inc,South,SMB,AM-059,Net60,2022-07-12,contact00355@customer00355.example.com,6305 Commerce St,South City 27,XX,85348,LOG,CRM-NextGen,2019-08-17
CUST-00356,Customer Account 00356 Inc,West,SMB,AM-044,Prepaid,2022-01-05,contact00356@customer00356.example.com,9520 Commerce St,West City 30,XX,89644,RTL,Manual-Import,2018-11-13
CUST-00357,Customer Account 00357 Inc,West,SMB,AM-024,Net60,2021-11-18,contact00357@customer00357.example.com,882 Commerce St,West City 33,XX,46760,AGR,CRM-Legacy,2020-11-23
CUST-00358,Customer Account 00358 Inc,East,Mid-Market,AM-009,Prepaid,2023-04-15,contact00358@customer00358.example.com,3906 Commerce St,East City 26,XX,25721,LOG,Manual-Import,2024-03-16
CUST-00359,Customer Account 00359 Inc,East,SMB,AM-022,Net30,2020-06-07,contact00359@customer00359.example.com,6472 Commerce St,East City 18,XX,43405,RTL,CRM-NextGen,2018-01-07
CUST-00360,Customer Account 00360 Inc,South,Mid-Market,AM-011,Net45,2017-03-02,contact00360@customer00360.example.com,8030 Commerce St,South City 17,XX,62542,TEC,CRM-NextGen,2019-08-07
CUST-00361,Customer Account 00361 Inc,West,Mid-Market,AM-051,Net45,2016-09-05,contact00361@customer00361.example.com,4482 Commerce St,West City 39,XX,33422,AGR,Manual-Import,2021-06-03
CUST-00362,Customer Account 00362 Inc,East,Enterprise,AM-045,Net30,2022-04-16,contact00362@customer00362.example.com,4376 Commerce St,East City 9,XX,14039,TEC,CRM-NextGen,2017-06-17
CUST-00363,Customer Account 00363 Inc,North,Mid-Market,AM-045,Net45,2018-01-29,contact00363@customer00363.example.com,4147 Commerce St,North City 5,XX,95162,AGR,Manual-Import,2018-06-06
CUST-00364,Customer Account 00364 Inc,Central,Mid-Market,AM-031,Prepaid,2022-05-13,contact00364@customer00364.example.com,7229 Commerce St,Central City 9,XX,68298,LOG,CRM-Legacy,2018-08-22
CUST-00365,Customer Account 00365 Inc,North,Mid-Market,AM-007,Net30,2016-08-09,contact00365@customer00365.example.com,9810 Commerce St,North City 19,XX,81223,RTL,CRM-NextGen,2023-04-12
CUST-00366,Customer Account 00366 Inc,West,Mid-Market,AM-031,Net60,2019-09-15,contact00366@customer00366.example.com,559 Commerce St,West City 8,XX,48880,RTL,CRM-NextGen,2018-06-20
CUST-00367,Customer Account 00367 Inc,South,Enterprise,AM-007,Net60,2023-09-15,contact00367@customer00367.example.com,9130 Commerce St,South City 27,XX,82669,LOG,Manual-Import,2018-02-09
CUST-00368,Customer Account 00368 Inc,East,Mid-Market,AM-051,Net30,2017-03-08,contact00368@customer00368.example.com,3832 Commerce St,East City 32,XX,59733,MFG,Manual-Import,2019-04-29
CUST-00369,Customer Account 00369 Inc,South,Mid-Market,AM-049,Prepaid,2020-04-03,contact00369@customer00369.example.com,6179 Commerce St,South City 14,XX,90159,MFG,CRM-Legacy,2024-02-20
CUST-00370,Customer Account 00370 Inc,East,Mid-Market,AM-011,Net60,2017-12-08,contact00370@customer00370.example.com,4052 Commerce St,East City 36,XX,17413,AGR,CRM-Legacy,2019-10-03
CUST-00371,Customer Account 00371 Inc,West,Enterprise,AM-057,Prepaid,2023-05-05,contact00371@customer00371.example.com,5693 Commerce St,West City 3,XX,55059,HLC,CRM-NextGen,2016-06-11
CUST-00372,Customer Account 00372 Inc,South,SMB,AM-059,Net60,2020-10-20,contact00372@customer00372.example.com,9340 Commerce St,South City 9,XX,98595,RTL,CRM-NextGen,2019-09-10
CUST-00373,Customer Account 00373 Inc,West,Enterprise,AM-020,Net60,2021-05-22,contact00373@customer00373.example.com,5391 Commerce St,West City 24,XX,77290,LOG,CRM-Legacy,2019-12-01
CUST-00374,Customer Account 00374 Inc,East,Mid-Market,AM-021,Net60,2017-08-07,contact00374@customer00374.example.com,4215 Commerce St,East City 25,XX,48550,AGR,CRM-Legacy,2017-04-05
CUST-00375,Customer Account 00375 Inc,South,SMB,AM-019,Net45,2020-02-25,contact00375@customer00375.example.com,3013 Commerce St,South City 21,XX,73581,AGR,Manual-Import,2020-09-29
CUST-00376,Customer Account 00376 Inc,South,SMB,AM-005,Net60,2023-07-31,contact00376@customer00376.example.com,3237 Commerce St,South City 3,XX,66982,MFG,CRM-Legacy,2021-10-06
CUST-00377,Customer Account 00377 Inc,East,Mid-Market,AM-036,Net60,2020-06-05,contact00377@customer00377.example.com,5841 Commerce St,East City 28,XX,44234,TEC,CRM-NextGen,2017-02-24
CUST-00378,Customer Account 00378 Inc,South,Mid-Market,AM-006,Prepaid,2023-07-31,contact00378@customer00378.example.com,7651 Commerce St,South City 22,XX,28227,HLC,Manual-Import,2023-06-19
CUST-00379,Customer Account 00379 Inc,Central,Mid-Market,AM-023,Net30,2016-12-15,contact00379@customer00379.example.com,547 Commerce St,Central City 29,XX,30191,CON,CRM-NextGen,2022-07-10
CUST-00380,Customer Account 00380 Inc,North,Mid-Market,AM-020,Net60,2017-05-20,contact00380@customer00380.example.com,6702 Commerce St,North City 38,XX,13895,MFG,Manual-Import,2021-05-01
CUST-00381,Customer Account 00381 Inc,Central,Enterprise,AM-042,Net60,2018-12-31,contact00381@customer00381.example.com,8352 Commerce St,Central City 2,XX,11635,TEC,Manual-Import,2024-03-03
CUST-00382,Customer Account 00382 Inc,East,SMB,AM-026,Net30,2017-01-13,contact00382@customer00382.example.com,5132 Commerce St,East City 16,XX,54622,LOG,CRM-Legacy,2023-03-15
CUST-00383,Customer Account 00383 Inc,South,SMB,AM-020,Prepaid,2023-04-12,contact00383@customer00383.example.com,1757 Commerce St,South City 30,XX,22720,CON,Manual-Import,2017-04-02
CUST-00384,Customer Account 00384 Inc,North,Mid-Market,AM-005,Net30,2020-02-09,contact00384@customer00384.example.com,7977 Commerce St,North City 10,XX,64506,HLC,CRM-Legacy,2019-03-22
CUST-00385,Customer Account 00385 Inc,South,Mid-Market,AM-030,Net60,2019-03-07,contact00385@customer00385.example.com,6597 Commerce St,South City 5,XX,22389,LOG,CRM-NextGen,2021-01-01
CUST-00386,Customer Account 00386 Inc,West,Mid-Market,AM-009,Prepaid,2019-06-04,contact00386@customer00386.example.com,4114 Commerce St,West City 24,XX,27180,CON,Manual-Import,2021-04-19
CUST-00387,Customer Account 00387 Inc,North,Enterprise,AM-042,Net45,2018-07-03,contact00387@customer00387.example.com,135 Commerce St,North City 1,XX,81030,TEC,CRM-Legacy,2019-07-12
CUST-00388,Customer Account 00388 Inc,West,Enterprise,AM-044,Prepaid,2021-03-09,contact00388@customer00388.example.com,9830 Commerce St,West City 12,XX,20013,HLC,CRM-Legacy,2021-11-27
CUST-00389,Customer Account 00389 Inc,West,Mid-Market,AM-005,Net60,2019-03-19,contact00389@customer00389.example.com,5419 Commerce St,West City 28,XX,36404,RTL,Manual-Import,2023-10-13
CUST-00390,Customer Account 00390 Inc,East,SMB,AM-059,Prepaid,2018-06-18,contact00390@customer00390.example.com,1563 Commerce St,East City 26,XX,88244,MFG,CRM-NextGen,2023-02-26
CUST-00391,Customer Account 00391 Inc,North,Enterprise,AM-031,Net45,2018-09-09,contact00391@customer00391.example.com,942 Commerce St,North City 32,XX,28266,LOG,CRM-Legacy,2020-04-08
CUST-00392,Customer Account 00392 Inc,West,SMB,AM-029,Net30,2022-10-14,contact00392@customer00392.example.com,6929 Commerce St,West City 30,XX,47886,HLC,CRM-NextGen,2021-04-09
CUST-00393,Customer Account 00393 Inc,Central,Enterprise,AM-051,Prepaid,2019-03-10,contact00393@customer00393.example.com,5844 Commerce St,Central City 3,XX,19416,HLC,Manual-Import,2022-05-05
CUST-00394,Customer Account 00394 Inc,Central,Mid-Market,AM-012,Net60,2016-04-19,contact00394@customer00394.example.com,4526 Commerce St,Central City 36,XX,24750,AGR,CRM-NextGen,2020-04-22
CUST-00395,Customer Account 00395 Inc,West,Enterprise,AM-042,Net45,2022-12-10,contact00395@customer00395.example.com,497 Commerce St,West City 28,XX,56842,MFG,CRM-Legacy,2024-01-21
CUST-00396,Customer Account 00396 Inc,North,Mid-Market,AM-002,Prepaid,2017-05-30,contact00396@customer00396.example.com,7977 Commerce St,North City 29,XX,30679,MFG,CRM-NextGen,2016-08-31
CUST-00397,Customer Account 00397 Inc,North,SMB,AM-028,Net60,2018-04-09,contact00397@customer00397.example.com,3349 Commerce St,North City 24,XX,25588,TEC,Manual-Import,2022-12-01
CUST-00398,Customer Account 00398 Inc,North,Mid-Market,AM-018,Net30,2023-10-22,contact00398@customer00398.example.com,9178 Commerce St,North City 13,XX,46638,TEC,CRM-Legacy,2023-04-20
CUST-00399,Customer Account 00399 Inc,West,Mid-Market,AM-020,Net30,2018-07-01,contact00399@customer00399.example.com,1160 Commerce St,West City 32,XX,68929,LOG,CRM-Legacy,2021-03-08
CUST-00400,Customer Account 00400 Inc,East,Mid-Market,AM-037,Net30,2016-02-07,contact00400@customer00400.example.com,4970 Commerce St,East City 7,XX,22699,RTL,CRM-Legacy,2016-12-13
CUST-00401,Customer Account 00401 Inc,East,Enterprise,AM-039,Net60,2016-09-13,contact00401@customer00401.example.com,7401 Commerce St,East City 15,XX,46895,RTL,CRM-Legacy,2017-03-13
CUST-00402,Customer Account 00402 Inc,East,Mid-Market,AM-009,Net60,2020-05-29,contact00402@customer00402.example.com,6370 Commerce St,East City 30,XX,60453,AGR,CRM-Legacy,2022-03-04
CUST-00403,Customer Account 00403 Inc,South,SMB,AM-038,Net45,2020-04-08,contact00403@customer00403.example.com,1728 Commerce St,South City 25,XX,13320,HLC,CRM-Legacy,2018-09-09
CUST-00404,Customer Account 00404 Inc,East,Enterprise,AM-020,Net60,2022-07-17,contact00404@customer00404.example.com,4601 Commerce St,East City 3,XX,15616,CON,Manual-Import,2023-02-06
CUST-00405,Customer Account 00405 Inc,East,Enterprise,AM-030,Prepaid,2019-07-09,contact00405@customer00405.example.com,5018 Commerce St,East City 14,XX,38183,LOG,Manual-Import,2021-09-04
CUST-00406,Customer Account 00406 Inc,South,Mid-Market,AM-043,Net30,2021-10-29,contact00406@customer00406.example.com,698 Commerce St,South City 29,XX,64330,MFG,CRM-NextGen,2017-10-29
CUST-00407,Customer Account 00407 Inc,East,Mid-Market,AM-001,Net45,2023-03-12,contact00407@customer00407.example.com,6484 Commerce St,East City 24,XX,23240,TEC,Manual-Import,2023-08-09
CUST-00408,Customer Account 00408 Inc,West,Enterprise,AM-011,Net45,2023-07-14,contact00408@customer00408.example.com,8036 Commerce St,West City 36,XX,41718,CON,Manual-Import,2018-01-07
CUST-00409,Customer Account 00409 Inc,Central,SMB,AM-058,Net45,2021-07-14,contact00409@customer00409.example.com,5588 Commerce St,Central City 9,XX,18636,TEC,Manual-Import,2022-10-03
CUST-00410,Customer Account 00410 Inc,South,Mid-Market,AM-051,Net45,2020-04-17,contact00410@customer00410.example.com,5340 Commerce St,South City 28,XX,52467,TEC,CRM-NextGen,2019-06-07
CUST-00411,Customer Account 00411 Inc,East,Enterprise,AM-006,Prepaid,2022-03-30,contact00411@customer00411.example.com,9480 Commerce St,East City 1,XX,29544,MFG,CRM-NextGen,2023-06-06
CUST-00412,Customer Account 00412 Inc,West,Enterprise,AM-042,Prepaid,2018-07-25,contact00412@customer00412.example.com,6939 Commerce St,West City 30,XX,71716,HLC,CRM-NextGen,2019-11-07
CUST-00413,Customer Account 00413 Inc,West,Mid-Market,AM-028,Net45,2021-12-04,contact00413@customer00413.example.com,8714 Commerce St,West City 5,XX,26451,TEC,Manual-Import,2017-05-24
CUST-00414,Customer Account 00414 Inc,South,Enterprise,AM-003,Net60,2023-02-21,contact00414@customer00414.example.com,5038 Commerce St,South City 7,XX,92928,RTL,CRM-Legacy,2017-02-18
CUST-00415,Customer Account 00415 Inc,South,Mid-Market,AM-044,Net45,2023-10-01,contact00415@customer00415.example.com,6866 Commerce St,South City 26,XX,49385,TEC,Manual-Import,2021-05-23
CUST-00416,Customer Account 00416 Inc,Central,SMB,AM-003,Net60,2023-11-09,contact00416@customer00416.example.com,5720 Commerce St,Central City 11,XX,64565,CON,CRM-Legacy,2017-08-28
CUST-00417,Customer Account 00417 Inc,South,SMB,AM-033,Net30,2023-09-20,contact00417@customer00417.example.com,6789 Commerce St,South City 14,XX,43528,CON,CRM-Legacy,2021-11-19
CUST-00418,Customer Account 00418 Inc,East,Mid-Market,AM-014,Net30,2021-05-20,contact00418@customer00418.example.com,4170 Commerce St,East City 30,XX,54289,LOG,Manual-Import,2016-04-30
CUST-00419,Customer Account 00419 Inc,East,Enterprise,AM-012,Net60,2017-04-08,contact00419@customer00419.example.com,6268 Commerce St,East City 18,XX,99370,LOG,CRM-NextGen,2019-09-08
CUST-00420,Customer Account 00420 Inc,West,Mid-Market,AM-040,Prepaid,2018-08-16,contact00420@customer00420.example.com,231 Commerce St,West City 33,XX,93954,CON,CRM-NextGen,2018-11-18
CUST-00421,Customer Account 00421 Inc,South,Mid-Market,AM-054,Net45,2017-07-18,contact00421@customer00421.example.com,207 Commerce St,South City 19,XX,59846,CON,Manual-Import,2019-01-06
CUST-00422,Customer Account 00422 Inc,North,Mid-Market,AM-050,Net30,2019-11-04,contact00422@customer00422.example.com,6230 Commerce St,North City 34,XX,55736,TEC,CRM-NextGen,2019-05-28
