goal_id,employee_id,department_id,goal_description,weight,completion_pct,completion_unit,recorded_date
GL-2119,EMP-0598,DEPT-001,Improve quarterly delivery velocity,0.0013,94.8,pct,2024-03-12
GL-2120,EMP-0598,DEPT-001,Complete mandatory compliance training,0.5525,83.4,pct,2024-03-24
GL-2121,EMP-0598,DEPT-001,Deliver cross-functional project milestone,0.0334,84.4,pct,2024-03-17
GL-2122,EMP-0599,DEPT-001,Improve quarterly delivery velocity,0.3967,56.9,pct,2024-03-17
GL-2123,EMP-0599,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.1266,68.2,pct,2024-03-25
GL-2124,EMP-0599,DEPT-001,Drive measurable cost reduction in operational budget,0.1636,56.0,pct,2024-03-18
GL-2125,EMP-0599,DEPT-001,Establish weekly reporting cadence for executive team,0.3131,80.1,pct,2024-03-10
GL-2126,EMP-0600,DEPT-003,Establish weekly reporting cadence for executive team,0.1256,83.7,pct,2024-03-19
GL-2127,EMP-0600,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.1238,84.4,pct,2024-03-11
GL-2128,EMP-0600,DEPT-003,Deliver cross-functional project milestone,0.1599,84.0,pct,2024-03-13
GL-2129,EMP-0600,DEPT-003,Reduce process error rate by 10 percent,0.2904,49.3,pct,2024-03-08
GL-2130,EMP-0600,DEPT-003,Drive measurable cost reduction in operational budget,0.3003,92.2,pct,2024-03-20
GL-2131,EMP-0601,DEPT-003,Reduce onboarding cycle time for new hires,0.1765,41.3,pct,2024-03-10
GL-2132,EMP-0601,DEPT-003,Complete leadership development programme,0.5334,91.7,pct,2024-03-13
GL-2133,EMP-0601,DEPT-003,Mentor two junior team members,0.2902,67.1,pct,2024-03-09
GL-2134,EMP-0602,DEPT-001,Mentor two junior team members,0.1043,49.5,pct,2024-03-29
GL-2135,EMP-0602,DEPT-001,Deliver cross-functional project milestone,0.0661,88.2,pct,2024-03-16
GL-2136,EMP-0602,DEPT-001,Complete leadership development programme,0.7518,85.8,pct,2024-03-25
GL-2137,EMP-0602,DEPT-001,Drive measurable cost reduction in operational budget,0.0746,92.8,pct,2024-03-14
GL-2138,EMP-0602,DEPT-001,Improve quarterly delivery velocity,0.0031,66.6,pct,2024-03-12
GL-2139,EMP-0603,DEPT-002,Improve quarterly delivery velocity,0.6532,91.6,pct,2024-03-14
GL-2140,EMP-0603,DEPT-002,Complete mandatory compliance training,0.174,72.9,pct,2024-03-29
GL-2141,EMP-0603,DEPT-002,Reduce process error rate by 10 percent,0.1728,53.9,pct,2024-03-23
GL-2142,EMP-0604,DEPT-001,Complete product certification or professional qualification,0.4806,98.8,pct,2024-03-15
GL-2143,EMP-0604,DEPT-001,Improve quarterly delivery velocity,0.0526,75.4,pct,2024-03-25
GL-2144,EMP-0604,DEPT-001,Deliver cross-functional project milestone,0.1739,90.2,pct,2024-03-29
GL-2145,EMP-0604,DEPT-001,Complete leadership development programme,0.2929,99.6,pct,2024-03-17
GL-2146,EMP-0605,DEPT-004,Reduce process error rate by 10 percent,0.0871,51.0,pct,2024-03-15
GL-2147,EMP-0605,DEPT-004,Deliver cross-functional project milestone,0.0893,70.8,pct,2024-03-25
GL-2148,EMP-0605,DEPT-004,Complete leadership development programme,0.0489,82.0,pct,2024-03-20
GL-2149,EMP-0605,DEPT-004,Reduce onboarding cycle time for new hires,0.3661,90.6,pct,2024-03-26
GL-2150,EMP-0605,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.4087,94.8,pct,2024-03-07
GL-2151,EMP-0606,DEPT-002,Complete leadership development programme,0.1802,84.8,pct,2024-03-31
GL-2152,EMP-0606,DEPT-002,Deliver cross-functional project milestone,0.1595,89.7,pct,2024-03-08
GL-2153,EMP-0606,DEPT-002,Drive measurable cost reduction in operational budget,0.5212,50.7,pct,2024-03-20
GL-2154,EMP-0606,DEPT-002,Mentor two junior team members,0.1391,65.3,pct,2024-03-09
GL-2155,EMP-0607,DEPT-001,Complete mandatory compliance training,0.085,49.7,pct,2024-03-10
GL-2156,EMP-0607,DEPT-001,Reduce onboarding cycle time for new hires,0.5794,65.1,pct,2024-03-21
GL-2157,EMP-0607,DEPT-001,Complete leadership development programme,0.0067,77.9,pct,2024-03-30
GL-2158,EMP-0607,DEPT-001,Reduce process error rate by 10 percent,0.3289,88.3,pct,2024-03-21
GL-2159,EMP-0608,DEPT-001,Implement one process automation initiative,0.6128,64.3,pct,2024-03-26
GL-2160,EMP-0608,DEPT-001,Reduce onboarding cycle time for new hires,0.0336,86.8,pct,2024-03-25
GL-2161,EMP-0608,DEPT-001,Deliver cross-functional project milestone,0.3536,61.1,pct,2024-03-22
GL-2162,EMP-0609,DEPT-001,Reduce onboarding cycle time for new hires,0.226,41.1,pct,2024-03-20
GL-2163,EMP-0609,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.1836,99.5,pct,2024-03-13
GL-2164,EMP-0609,DEPT-001,Implement one process automation initiative,0.5666,42.5,pct,2024-03-29
GL-2165,EMP-0609,DEPT-001,Establish weekly reporting cadence for executive team,0.0237,81.4,pct,2024-03-21
GL-2166,EMP-0610,DEPT-002,Complete product certification or professional qualification,0.4472,45.7,pct,2024-03-21
GL-2167,EMP-0610,DEPT-002,Deliver cross-functional project milestone,0.0097,94.9,pct,2024-03-13
GL-2168,EMP-0610,DEPT-002,Reduce onboarding cycle time for new hires,0.5431,80.5,pct,2024-03-11
GL-2169,EMP-0611,DEPT-001,Improve quarterly delivery velocity,0.237,42.5,pct,2024-03-19
GL-2170,EMP-0611,DEPT-001,Establish weekly reporting cadence for executive team,0.3999,66.2,pct,2024-03-07
GL-2171,EMP-0611,DEPT-001,Reduce onboarding cycle time for new hires,0.0643,89.4,pct,2024-03-28
GL-2172,EMP-0611,DEPT-001,Complete product certification or professional qualification,0.2988,45.0,pct,2024-03-12
GL-2173,EMP-0612,DEPT-002,Deliver cross-functional project milestone,0.4975,61.3,pct,2024-03-12
GL-2174,EMP-0612,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.044,50.8,pct,2024-03-30
GL-2175,EMP-0612,DEPT-002,Reduce process error rate by 10 percent,0.2173,72.2,pct,2024-03-15
GL-2176,EMP-0612,DEPT-002,Improve quarterly delivery velocity,0.2411,40.2,pct,2024-03-30
GL-2177,EMP-0614,DEPT-002,Implement one process automation initiative,0.0141,83.0,pct,2024-03-28
GL-2178,EMP-0614,DEPT-002,Drive measurable cost reduction in operational budget,0.1567,41.3,pct,2024-03-12
GL-2179,EMP-0614,DEPT-002,Deliver cross-functional project milestone,0.0403,49.3,pct,2024-03-27
GL-2180,EMP-0614,DEPT-002,Complete product certification or professional qualification,0.0002,99.1,pct,2024-03-26
GL-2181,EMP-0614,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.7888,98.2,pct,2024-03-16
GL-2182,EMP-0616,DEPT-001,Drive measurable cost reduction in operational budget,0.0696,97.0,pct,2024-03-26
GL-2183,EMP-0616,DEPT-001,Deliver cross-functional project milestone,0.5781,76.5,pct,2024-03-07
GL-2184,EMP-0616,DEPT-001,Implement one process automation initiative,0.0708,42.2,pct,2024-03-28
GL-2185,EMP-0616,DEPT-001,Complete leadership development programme,0.06,66.2,pct,2024-03-14
GL-2186,EMP-0616,DEPT-001,Improve quarterly delivery velocity,0.2215,40.7,pct,2024-03-07
GL-2187,EMP-0617,DEPT-004,Complete leadership development programme,0.3998,41.6,pct,2024-03-27
GL-2188,EMP-0617,DEPT-004,Mentor two junior team members,0.3722,58.1,pct,2024-03-13
GL-2189,EMP-0617,DEPT-004,Drive measurable cost reduction in operational budget,0.228,40.4,pct,2024-03-07
GL-2190,EMP-0618,DEPT-003,Improve quarterly delivery velocity,0.4571,70.1,pct,2024-03-28
GL-2191,EMP-0618,DEPT-003,Drive measurable cost reduction in operational budget,0.5167,49.7,pct,2024-03-23
GL-2192,EMP-0618,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.0262,67.0,pct,2024-03-23
GL-2193,EMP-0619,DEPT-002,Complete mandatory compliance training,0.042,71.3,pct,2024-03-19
GL-2194,EMP-0619,DEPT-002,Drive measurable cost reduction in operational budget,0.2968,75.1,pct,2024-03-18
GL-2195,EMP-0619,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.093,83.0,pct,2024-03-22
GL-2196,EMP-0619,DEPT-002,Complete leadership development programme,0.5681,76.1,pct,2024-03-29
GL-2197,EMP-0620,DEPT-003,Deliver cross-functional project milestone,0.3896,44.7,pct,2024-03-12
GL-2198,EMP-0620,DEPT-003,Complete mandatory compliance training,0.2915,49.5,pct,2024-03-14
GL-2199,EMP-0620,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.3189,68.2,pct,2024-03-11
GL-2200,EMP-0621,DEPT-002,Implement one process automation initiative,0.0248,90.0,pct,2024-03-11
GL-2201,EMP-0621,DEPT-002,Complete leadership development programme,0.4863,40.4,pct,2024-03-09
GL-2202,EMP-0621,DEPT-002,Establish weekly reporting cadence for executive team,0.0374,93.3,pct,2024-03-09
GL-2203,EMP-0621,DEPT-002,Complete mandatory compliance training,0.2519,58.9,pct,2024-03-26
GL-2204,EMP-0621,DEPT-002,Reduce process error rate by 10 percent,0.1995,80.5,pct,2024-03-10
GL-2205,EMP-0622,DEPT-002,Complete leadership development programme,0.0046,97.0,pct,2024-03-29
GL-2206,EMP-0622,DEPT-002,Establish weekly reporting cadence for executive team,0.8064,55.2,pct,2024-03-12
GL-2207,EMP-0622,DEPT-002,Improve quarterly delivery velocity,0.189,74.5,pct,2024-03-28
GL-2208,EMP-0623,DEPT-002,Improve quarterly delivery velocity,0.2539,46.6,pct,2024-03-25
GL-2209,EMP-0623,DEPT-002,Complete leadership development programme,0.072,49.6,pct,2024-03-13
GL-2210,EMP-0623,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.6741,44.3,pct,2024-03-19
GL-2211,EMP-0624,DEPT-002,Complete leadership development programme,0.2384,93.5,pct,2024-03-11
GL-2212,EMP-0624,DEPT-002,Establish weekly reporting cadence for executive team,0.0214,47.6,pct,2024-03-18
GL-2213,EMP-0624,DEPT-002,Deliver cross-functional project milestone,0.2566,89.0,pct,2024-03-08
GL-2214,EMP-0624,DEPT-002,Implement one process automation initiative,0.1589,62.2,pct,2024-03-19
GL-2215,EMP-0624,DEPT-002,Improve quarterly delivery velocity,0.3248,95.4,pct,2024-03-15
GL-2216,EMP-0625,DEPT-001,Implement one process automation initiative,0.1064,84.6,pct,2024-03-24
GL-2217,EMP-0625,DEPT-001,Drive measurable cost reduction in operational budget,0.0091,57.2,pct,2024-03-21
GL-2218,EMP-0625,DEPT-001,Establish weekly reporting cadence for executive team,0.0336,64.7,pct,2024-03-18
GL-2219,EMP-0625,DEPT-001,Reduce onboarding cycle time for new hires,0.3432,85.7,pct,2024-03-26
GL-2220,EMP-0625,DEPT-001,Reduce process error rate by 10 percent,0.5077,72.4,pct,2024-03-18
GL-2221,EMP-0626,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.1817,91.0,pct,2024-03-08
GL-2222,EMP-0626,DEPT-004,Mentor two junior team members,0.6291,86.6,pct,2024-03-19
GL-2223,EMP-0626,DEPT-004,Deliver cross-functional project milestone,0.0972,43.0,pct,2024-03-21
GL-2224,EMP-0626,DEPT-004,Establish weekly reporting cadence for executive team,0.0726,47.9,pct,2024-03-26
GL-2225,EMP-0626,DEPT-004,Reduce onboarding cycle time for new hires,0.0194,45.4,pct,2024-03-21
GL-2226,EMP-0627,DEPT-003,Complete leadership development programme,0.6797,69.7,pct,2024-03-15
GL-2227,EMP-0627,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.2873,55.0,pct,2024-03-23
GL-2228,EMP-0627,DEPT-003,Drive measurable cost reduction in operational budget,0.0276,65.5,pct,2024-03-09
GL-2229,EMP-0627,DEPT-003,Reduce onboarding cycle time for new hires,0.0053,52.2,pct,2024-03-11
GL-2230,EMP-0628,DEPT-002,Drive measurable cost reduction in operational budget,0.467,97.8,pct,2024-03-26
GL-2231,EMP-0628,DEPT-002,Establish weekly reporting cadence for executive team,0.0789,84.9,pct,2024-03-07
GL-2232,EMP-0628,DEPT-002,Complete product certification or professional qualification,0.1783,99.9,pct,2024-03-27
GL-2233,EMP-0628,DEPT-002,Improve quarterly delivery velocity,0.1204,76.2,pct,2024-03-20
GL-2234,EMP-0628,DEPT-002,Reduce onboarding cycle time for new hires,0.1553,46.3,pct,2024-03-23
GL-2235,EMP-0629,DEPT-004,Drive measurable cost reduction in operational budget,0.3159,69.9,pct,2024-03-13
GL-2236,EMP-0629,DEPT-004,Complete leadership development programme,0.2437,69.2,pct,2024-03-30
GL-2237,EMP-0629,DEPT-004,Mentor two junior team members,0.1657,46.8,pct,2024-03-20
GL-2238,EMP-0629,DEPT-004,Reduce onboarding cycle time for new hires,0.2747,55.1,pct,2024-03-22
GL-2239,EMP-0630,DEPT-004,Establish weekly reporting cadence for executive team,0.2182,42.5,pct,2024-03-30
GL-2240,EMP-0630,DEPT-004,Drive measurable cost reduction in operational budget,0.2263,87.0,pct,2024-03-18
GL-2241,EMP-0630,DEPT-004,Complete mandatory compliance training,0.0629,54.9,pct,2024-03-14
GL-2242,EMP-0630,DEPT-004,Implement one process automation initiative,0.4181,72.4,pct,2024-03-27
GL-2243,EMP-0630,DEPT-004,Deliver cross-functional project milestone,0.0745,66.7,pct,2024-03-19
GL-2244,EMP-0631,DEPT-004,Complete mandatory compliance training,0.1988,42.2,pct,2024-03-31
GL-2245,EMP-0631,DEPT-004,Complete product certification or professional qualification,0.6925,63.2,pct,2024-03-19
GL-2246,EMP-0631,DEPT-004,Implement one process automation initiative,0.1087,74.9,pct,2024-03-23
GL-2247,EMP-0633,DEPT-002,Mentor two junior team members,0.3971,85.3,pct,2024-03-29
GL-2248,EMP-0633,DEPT-002,Deliver cross-functional project milestone,0.0121,54.7,pct,2024-03-30
GL-2249,EMP-0633,DEPT-002,Complete leadership development programme,0.2484,75.4,pct,2024-03-18
GL-2250,EMP-0633,DEPT-002,Establish weekly reporting cadence for executive team,0.1196,74.8,pct,2024-03-28
GL-2251,EMP-0633,DEPT-002,Drive measurable cost reduction in operational budget,0.2228,97.7,pct,2024-03-27
GL-2252,EMP-0634,DEPT-002,Implement one process automation initiative,0.0954,54.4,pct,2024-03-26
GL-2253,EMP-0634,DEPT-002,Complete mandatory compliance training,0.2447,85.8,pct,2024-03-16
GL-2254,EMP-0634,DEPT-002,Reduce process error rate by 10 percent,0.3396,82.9,pct,2024-03-28
GL-2255,EMP-0634,DEPT-002,Complete leadership development programme,0.2706,93.2,pct,2024-03-31
GL-2256,EMP-0634,DEPT-002,Drive measurable cost reduction in operational budget,0.0497,92.0,pct,2024-03-18
GL-2257,EMP-0635,DEPT-001,Deliver cross-functional project milestone,0.4021,60.5,pct,2024-03-22
GL-2258,EMP-0635,DEPT-001,Complete leadership development programme,0.0605,60.0,pct,2024-03-19
GL-2259,EMP-0635,DEPT-001,Implement one process automation initiative,0.3232,91.6,pct,2024-03-08
GL-2260,EMP-0635,DEPT-001,Complete mandatory compliance training,0.1219,87.5,pct,2024-03-17
GL-2261,EMP-0635,DEPT-001,Reduce onboarding cycle time for new hires,0.0923,76.9,pct,2024-03-27
GL-2262,EMP-0636,DEPT-004,Reduce onboarding cycle time for new hires,0.0338,97.9,pct,2024-03-18
GL-2263,EMP-0636,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.1118,80.4,pct,2024-03-18
GL-2264,EMP-0636,DEPT-004,Reduce process error rate by 10 percent,0.8544,87.5,pct,2024-03-17
GL-2265,EMP-0637,DEPT-002,Complete product certification or professional qualification,0.4886,41.8,pct,2024-03-19
GL-2266,EMP-0637,DEPT-002,Complete mandatory compliance training,0.3978,41.5,pct,2024-03-14
GL-2267,EMP-0637,DEPT-002,Implement one process automation initiative,0.1136,95.5,pct,2024-03-21
GL-2268,EMP-0638,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.0687,58.0,pct,2024-03-22
GL-2269,EMP-0638,DEPT-004,Reduce process error rate by 10 percent,0.012,55.1,pct,2024-03-28
GL-2270,EMP-0638,DEPT-004,Deliver cross-functional project milestone,0.2352,64.8,pct,2024-03-10
GL-2271,EMP-0638,DEPT-004,Complete leadership development programme,0.0112,83.6,pct,2024-03-27
GL-2272,EMP-0638,DEPT-004,Drive measurable cost reduction in operational budget,0.6728,99.0,pct,2024-03-26
GL-2273,EMP-0639,DEPT-002,Complete product certification or professional qualification,0.2111,43.8,pct,2024-03-28
GL-2274,EMP-0639,DEPT-002,Complete leadership development programme,0.2214,82.2,pct,2024-03-24
GL-2275,EMP-0639,DEPT-002,Implement one process automation initiative,0.1698,67.7,pct,2024-03-13
GL-2276,EMP-0639,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.2833,54.4,pct,2024-03-09
GL-2277,EMP-0639,DEPT-002,Reduce process error rate by 10 percent,0.1144,69.1,pct,2024-03-18
GL-2278,EMP-0640,DEPT-001,Complete product certification or professional qualification,0.2667,74.2,pct,2024-03-27
GL-2279,EMP-0640,DEPT-001,Improve quarterly delivery velocity,0.1186,74.8,pct,2024-03-15
GL-2280,EMP-0640,DEPT-001,Establish weekly reporting cadence for executive team,0.0158,56.4,pct,2024-03-18
GL-2281,EMP-0640,DEPT-001,Complete mandatory compliance training,0.0549,53.6,pct,2024-03-16
GL-2282,EMP-0640,DEPT-001,Reduce process error rate by 10 percent,0.544,86.8,pct,2024-03-22
GL-2283,EMP-0641,DEPT-001,Implement one process automation initiative,0.2827,66.1,pct,2024-03-24
GL-2284,EMP-0641,DEPT-001,Reduce onboarding cycle time for new hires,0.2906,96.6,pct,2024-03-19
GL-2285,EMP-0641,DEPT-001,Complete product certification or professional qualification,0.1428,97.0,pct,2024-03-29
GL-2286,EMP-0641,DEPT-001,Drive measurable cost reduction in operational budget,0.2839,54.1,pct,2024-03-31
GL-2287,EMP-0642,DEPT-001,Reduce process error rate by 10 percent,0.5905,70.0,pct,2024-03-22
GL-2288,EMP-0642,DEPT-001,Reduce onboarding cycle time for new hires,0.2046,88.1,pct,2024-03-10
GL-2289,EMP-0642,DEPT-001,Implement one process automation initiative,0.2048,67.1,pct,2024-03-22
GL-2290,EMP-0643,DEPT-003,Complete product certification or professional qualification,0.3198,89.2,pct,2024-03-14
GL-2291,EMP-0643,DEPT-003,Improve quarterly delivery velocity,0.0035,70.4,pct,2024-03-10
GL-2292,EMP-0643,DEPT-003,Mentor two junior team members,0.0698,98.2,pct,2024-03-17
GL-2293,EMP-0643,DEPT-003,Reduce onboarding cycle time for new hires,0.3219,65.3,pct,2024-03-27
GL-2294,EMP-0643,DEPT-003,Drive measurable cost reduction in operational budget,0.285,56.7,pct,2024-03-29
GL-2295,EMP-0644,DEPT-001,Improve quarterly delivery velocity,0.2629,42.5,pct,2024-03-19
GL-2296,EMP-0644,DEPT-001,Reduce process error rate by 10 percent,0.3415,42.9,pct,2024-03-18
GL-2297,EMP-0644,DEPT-001,Complete mandatory compliance training,0.3955,63.7,pct,2024-03-14
GL-2298,EMP-0645,DEPT-001,Reduce onboarding cycle time for new hires,0.3311,74.0,pct,2024-03-17
GL-2299,EMP-0645,DEPT-001,Improve quarterly delivery velocity,0.2315,96.2,pct,2024-03-09
GL-2300,EMP-0645,DEPT-001,Complete mandatory compliance training,0.0897,84.3,pct,2024-03-26
GL-2301,EMP-0645,DEPT-001,Deliver cross-functional project milestone,0.3476,60.8,pct,2024-03-31
GL-2302,EMP-0648,DEPT-002,Improve quarterly delivery velocity,0.4406,93.6,pct,2024-03-16
GL-2303,EMP-0648,DEPT-002,Drive measurable cost reduction in operational budget,0.4283,45.0,pct,2024-03-20
GL-2304,EMP-0648,DEPT-002,Establish weekly reporting cadence for executive team,0.0878,90.4,pct,2024-03-21
GL-2305,EMP-0648,DEPT-002,Complete mandatory compliance training,0.0151,78.2,pct,2024-03-07
GL-2306,EMP-0648,DEPT-002,Deliver cross-functional project milestone,0.0282,64.8,pct,2024-03-28
GL-2307,EMP-0649,DEPT-001,Establish weekly reporting cadence for executive team,0.2705,82.8,pct,2024-03-18
GL-2308,EMP-0649,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.0001,70.6,pct,2024-03-12
GL-2309,EMP-0649,DEPT-001,Mentor two junior team members,0.1774,42.2,pct,2024-03-11
GL-2310,EMP-0649,DEPT-001,Implement one process automation initiative,0.1229,43.3,pct,2024-03-07
GL-2311,EMP-0649,DEPT-001,Drive measurable cost reduction in operational budget,0.4291,49.5,pct,2024-03-14
GL-2312,EMP-0650,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.0678,81.4,pct,2024-03-28
GL-2313,EMP-0650,DEPT-002,Complete product certification or professional qualification,0.5147,80.1,pct,2024-03-14
GL-2314,EMP-0650,DEPT-002,Improve quarterly delivery velocity,0.4175,93.1,pct,2024-03-25
GL-2315,EMP-0651,DEPT-003,Establish weekly reporting cadence for executive team,0.3438,84.2,pct,2024-03-25
GL-2316,EMP-0651,DEPT-003,Reduce onboarding cycle time for new hires,0.0213,83.6,pct,2024-03-13
GL-2317,EMP-0651,DEPT-003,Reduce process error rate by 10 percent,0.1288,68.2,pct,2024-03-13
GL-2318,EMP-0651,DEPT-003,Improve quarterly delivery velocity,0.43,60.9,pct,2024-03-12
GL-2319,EMP-0651,DEPT-003,Complete leadership development programme,0.0761,80.0,pct,2024-03-20
GL-2320,EMP-0652,DEPT-004,Deliver cross-functional project milestone,0.3747,40.5,pct,2024-03-15
GL-2321,EMP-0652,DEPT-004,Complete mandatory compliance training,0.1523,63.6,pct,2024-03-17
GL-2322,EMP-0652,DEPT-004,Mentor two junior team members,0.473,47.2,pct,2024-03-22
GL-2323,EMP-0653,DEPT-001,Complete product certification or professional qualification,0.0981,95.3,pct,2024-03-26
GL-2324,EMP-0653,DEPT-001,Reduce process error rate by 10 percent,0.3184,45.6,pct,2024-03-22
GL-2325,EMP-0653,DEPT-001,Implement one process automation initiative,0.5465,54.8,pct,2024-03-27
GL-2326,EMP-0653,DEPT-001,Improve quarterly delivery velocity,0.037,91.0,pct,2024-03-18
GL-2327,EMP-0654,DEPT-001,Establish weekly reporting cadence for executive team,0.6901,44.0,pct,2024-03-31
GL-2328,EMP-0654,DEPT-001,Drive measurable cost reduction in operational budget,0.1069,56.4,pct,2024-03-31
GL-2329,EMP-0654,DEPT-001,Implement one process automation initiative,0.1221,63.6,pct,2024-03-18
GL-2330,EMP-0654,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.0809,84.7,pct,2024-03-08
GL-2331,EMP-0655,DEPT-001,Mentor two junior team members,0.046,80.4,pct,2024-03-19
GL-2332,EMP-0655,DEPT-001,Complete leadership development programme,0.0828,88.3,pct,2024-03-23
GL-2333,EMP-0655,DEPT-001,Improve quarterly delivery velocity,0.0194,49.7,pct,2024-03-22
GL-2334,EMP-0655,DEPT-001,Complete product certification or professional qualification,0.2086,76.7,pct,2024-03-12
GL-2335,EMP-0655,DEPT-001,Drive measurable cost reduction in operational budget,0.6431,46.7,pct,2024-03-21
GL-2336,EMP-0656,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.5806,87.2,pct,2024-03-11
GL-2337,EMP-0656,DEPT-001,Implement one process automation initiative,0.3201,58.7,pct,2024-03-30
GL-2338,EMP-0656,DEPT-001,Drive measurable cost reduction in operational budget,0.0993,74.7,pct,2024-03-26
GL-2339,EMP-0657,DEPT-002,Establish weekly reporting cadence for executive team,0.0628,64.7,pct,2024-03-19
GL-2340,EMP-0657,DEPT-002,Improve quarterly delivery velocity,0.1833,53.2,pct,2024-03-24
GL-2341,EMP-0657,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.3168,57.3,pct,2024-03-27
GL-2342,EMP-0657,DEPT-002,Mentor two junior team members,0.3068,45.0,pct,2024-03-12
GL-2343,EMP-0657,DEPT-002,Deliver cross-functional project milestone,0.1303,45.3,pct,2024-03-18
GL-2344,EMP-0659,DEPT-002,Drive measurable cost reduction in operational budget,0.0986,80.9,pct,2024-03-28
GL-2345,EMP-0659,DEPT-002,Reduce onboarding cycle time for new hires,0.1232,79.0,pct,2024-03-14
GL-2346,EMP-0659,DEPT-002,Deliver cross-functional project milestone,0.7783,97.8,pct,2024-03-22
GL-2347,EMP-0660,DEPT-001,Mentor two junior team members,0.0891,72.9,pct,2024-03-16
GL-2348,EMP-0660,DEPT-001,Complete leadership development programme,0.0131,79.4,pct,2024-03-24
GL-2349,EMP-0660,DEPT-001,Complete mandatory compliance training,0.3312,48.6,pct,2024-03-23
GL-2350,EMP-0660,DEPT-001,Deliver cross-functional project milestone,0.0661,99.7,pct,2024-03-22
GL-2351,EMP-0660,DEPT-001,Complete product certification or professional qualification,0.5005,64.9,pct,2024-03-26
GL-2352,EMP-0661,DEPT-003,Complete product certification or professional qualification,0.1417,98.2,pct,2024-03-27
GL-2353,EMP-0661,DEPT-003,Reduce process error rate by 10 percent,0.734,76.3,pct,2024-03-31
GL-2354,EMP-0661,DEPT-003,Complete leadership development programme,0.1243,51.4,pct,2024-03-27
GL-2355,EMP-0662,DEPT-001,Reduce onboarding cycle time for new hires,0.4855,75.8,pct,2024-03-27
GL-2356,EMP-0662,DEPT-001,Complete leadership development programme,0.4864,71.3,pct,2024-03-28
GL-2357,EMP-0662,DEPT-001,Implement one process automation initiative,0.0281,74.3,pct,2024-03-14
GL-2358,EMP-0663,DEPT-003,Establish weekly reporting cadence for executive team,0.1448,41.9,pct,2024-03-14
GL-2359,EMP-0663,DEPT-003,Complete product certification or professional qualification,0.406,45.2,pct,2024-03-27
GL-2360,EMP-0663,DEPT-003,Reduce onboarding cycle time for new hires,0.3125,96.8,pct,2024-03-08
GL-2361,EMP-0663,DEPT-003,Drive measurable cost reduction in operational budget,0.1367,42.0,pct,2024-03-20
GL-2362,EMP-0664,DEPT-001,Drive measurable cost reduction in operational budget,0.072,82.0,pct,2024-03-16
GL-2363,EMP-0664,DEPT-001,Implement one process automation initiative,0.0036,70.1,pct,2024-03-21
GL-2364,EMP-0664,DEPT-001,Reduce onboarding cycle time for new hires,0.7188,87.3,pct,2024-03-10
GL-2365,EMP-0664,DEPT-001,Establish weekly reporting cadence for executive team,0.2055,71.8,pct,2024-03-14
GL-2366,EMP-0665,DEPT-003,Deliver cross-functional project milestone,0.2082,42.8,pct,2024-03-13
GL-2367,EMP-0665,DEPT-003,Implement one process automation initiative,0.5914,70.3,pct,2024-03-14
GL-2368,EMP-0665,DEPT-003,Reduce process error rate by 10 percent,0.2004,84.0,pct,2024-03-09
GL-2369,EMP-0666,DEPT-001,Establish weekly reporting cadence for executive team,0.1291,70.6,pct,2024-03-09
GL-2370,EMP-0666,DEPT-001,Mentor two junior team members,0.3321,94.4,pct,2024-03-30
GL-2371,EMP-0666,DEPT-001,Improve quarterly delivery velocity,0.2396,46.9,pct,2024-03-07
GL-2372,EMP-0666,DEPT-001,Complete leadership development programme,0.1284,84.4,pct,2024-03-12
GL-2373,EMP-0666,DEPT-001,Drive measurable cost reduction in operational budget,0.1707,94.1,pct,2024-03-08
GL-2374,EMP-0667,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.6268,70.1,pct,2024-03-12
GL-2375,EMP-0667,DEPT-002,Mentor two junior team members,0.0072,63.9,pct,2024-03-15
GL-2376,EMP-0667,DEPT-002,Drive measurable cost reduction in operational budget,0.366,81.8,pct,2024-03-18
GL-2377,EMP-0668,DEPT-001,Mentor two junior team members,0.331,58.5,pct,2024-03-13
GL-2378,EMP-0668,DEPT-001,Complete product certification or professional qualification,0.2186,87.9,pct,2024-03-14
