work_package_id,project_id,control_account_id,work_package_name,discipline,work_type,ev_technique,completion_status,planned_start_date,planned_finish_date,actual_start_date,actual_finish_date,phase,risk_level,procurement_method,technical_category,responsible_engineer,specification_reference,drawing_number,inspection_class,environmental_permit_required,safety_classification,location_code,subcontractor_id,notes,wbs_level,wp_global_seq
WP-008,P003,CA-P003-02,Civil WP 03 — Testing & Commissioning,Civil,Commissioning,0_100,in_progress,2023-10-18,2024-07-19,2023-10-28,,Testing & Commissioning,Critical,Purchase Order,Structural,ENG-P003-0088,SPEC-P003-008-REV1,DWG-P003-02-003,B,False,High,LOC-P003-760,,,3,88
WP-009,P003,CA-P003-02,Civil WP 04 — Testing & Commissioning,Civil,Engineering,percent_complete,not_started,2023-11-15,2024-02-19,,,Testing & Commissioning,Medium,Direct Labor,Environmental,ENG-P003-0089,SPEC-P003-009-REV2,DWG-P003-02-004,B,False,Elevated,LOC-P003-495,SUB-8444,,3,89
WP-010,P003,CA-P003-02,Civil WP 05 — Testing & Commissioning,Civil,Management,percent_complete,in_progress,2023-10-06,2024-01-05,2023-10-14,,Testing & Commissioning,Medium,Rental,Structural,ENG-P003-0090,SPEC-P003-010-REV1,DWG-P003-02-005,C,False,High,LOC-P003-321,,,3,90
WP-011,P003,CA-P003-03,Electrical WP 01 — Testing & Commissioning,Electrical,Management,percent_complete,complete,2023-11-23,2024-03-28,2023-12-04,2024-03-22,Testing & Commissioning,Critical,Purchase Order,Structural,ENG-P003-0091,SPEC-P003-011-REV3,DWG-P003-03-001,B,False,High,LOC-P003-956,,,3,91
WP-012,P003,CA-P003-03,Electrical WP 02 — Testing & Commissioning,Electrical,Engineering,0_100,in_progress,2023-10-19,2024-05-16,2023-10-15,,Testing & Commissioning,Medium,Purchase Order,I&C,ENG-P003-0092,SPEC-P003-012-REV1,DWG-P003-03-002,B,False,Elevated,LOC-P003-965,,Schedule risk,3,92
WP-013,P003,CA-P003-03,Electrical WP 03 — Testing & Commissioning,Electrical,Commissioning,percent_complete,in_progress,2023-11-07,2024-07-28,2023-11-19,,Testing & Commissioning,Medium,Subcontract,Environmental,ENG-P003-0093,SPEC-P003-013-REV3,DWG-P003-03-003,B,True,Elevated,LOC-P003-920,,Material on order,3,93
WP-014,P003,CA-P003-03,Electrical WP 04 — Testing & Commissioning,Electrical,Construction,0_100,complete,2023-11-27,2024-09-17,2023-11-22,2024-09-30,Testing & Commissioning,Medium,Purchase Order,Electrical,ENG-P003-0094,SPEC-P003-014-REV3,DWG-P003-03-004,A,False,Elevated,LOC-P003-360,SUB-5155,,3,94
WP-015,P003,CA-P003-03,Electrical WP 05 — Testing & Commissioning,Electrical,Engineering,0_100,complete,2023-11-05,2024-03-13,2023-11-04,2024-03-20,Testing & Commissioning,Medium,Direct Labor,Civil,ENG-P003-0095,SPEC-P003-015-REV2,DWG-P003-03-005,B,False,High,LOC-P003-310,,,3,95
WP-016,P003,CA-P003-04,Mechanical WP 01 — Construction,Mechanical,Management,0_100,in_progress,2023-10-09,2024-01-04,2023-10-12,,Construction,Low,Direct Labor,Electrical,ENG-P003-0096,SPEC-P003-016-REV2,DWG-P003-04-001,B,False,Standard,LOC-P003-981,SUB-9445,Pending permit,3,96
WP-017,P003,CA-P003-04,Mechanical WP 02 — Construction,Mechanical,Construction,0_100,complete,2023-10-09,2024-02-06,2023-10-09,2024-02-10,Construction,High,Rental,I&C,ENG-P003-0097,SPEC-P003-017-REV1,DWG-P003-04-002,A,False,Elevated,LOC-P003-319,,,3,97
WP-018,P003,CA-P003-04,Mechanical WP 03 — Construction,Mechanical,Construction,0_100,in_progress,2023-10-31,2023-12-30,2023-11-15,,Construction,Low,Purchase Order,Environmental,ENG-P003-0098,SPEC-P003-018-REV1,DWG-P003-04-003,C,False,Standard,LOC-P003-514,,,3,98
WP-019,P003,CA-P003-04,Mechanical WP 04 — Construction,Mechanical,Management,0_100,complete,2023-10-23,2024-06-01,2023-11-03,2024-06-01,Construction,Critical,Rental,Electrical,ENG-P003-0099,SPEC-P003-019-REV2,DWG-P003-04-004,A,False,High,LOC-P003-820,,Material on order,3,99
WP-020,P003,CA-P003-04,Mechanical WP 05 — Construction,Mechanical,Management,percent_complete,in_progress,2023-10-17,2024-01-19,2023-10-23,,Construction,Medium,Purchase Order,Mechanical,ENG-P003-0100,SPEC-P003-020-REV1,DWG-P003-04-005,B,True,Standard,LOC-P003-178,,,3,100
WP-021,P003,CA-P003-05,Architectural WP 01 — Preliminary Design,Architectural,Construction,0_100,in_progress,2023-10-27,2024-03-16,2023-11-04,,Preliminary Design,Low,Direct Labor,Geotechnical,ENG-P003-0101,SPEC-P003-021-REV1,DWG-P003-05-001,C,False,Elevated,LOC-P003-836,SUB-4810,Pending permit,3,101
WP-022,P003,CA-P003-05,Architectural WP 02 — Preliminary Design,Architectural,Testing,0_100,in_progress,2023-10-25,2024-05-13,2023-10-25,,Preliminary Design,Critical,Purchase Order,Electrical,ENG-P003-0102,SPEC-P003-022-REV1,DWG-P003-05-002,B,True,Elevated,LOC-P003-287,,,3,102
WP-023,P003,CA-P003-05,Architectural WP 03 — Preliminary Design,Architectural,Construction,percent_complete,complete,2023-11-16,2024-02-04,2023-11-18,2024-01-30,Preliminary Design,Medium,Purchase Order,Architectural,ENG-P003-0103,SPEC-P003-023-REV3,DWG-P003-05-003,A,False,Standard,LOC-P003-503,SUB-2652,,3,103
WP-024,P003,CA-P003-05,Architectural WP 04 — Preliminary Design,Architectural,Procurement,percent_complete,in_progress,2023-11-23,2024-09-08,2023-12-06,,Preliminary Design,High,Rental,Mechanical,ENG-P003-0104,SPEC-P003-024-REV1,DWG-P003-05-004,C,False,High,LOC-P003-595,,Pending permit,3,104
WP-025,P003,CA-P003-05,Architectural WP 05 — Preliminary Design,Architectural,Construction,percent_complete,in_progress,2023-10-29,2024-01-03,2023-11-04,,Preliminary Design,High,Subcontract,Mechanical,ENG-P003-0105,SPEC-P003-025-REV2,DWG-P003-05-005,A,False,High,LOC-P003-413,SUB-6050,,3,105
WP-026,P003,CA-P003-06,Environmental WP 01 — Preliminary Design,Environmental,Management,percent_complete,complete,2023-10-09,2024-04-11,2023-10-07,2024-04-10,Preliminary Design,Low,Subcontract,Civil,ENG-P003-0106,SPEC-P003-026-REV1,DWG-P003-06-001,A,False,High,LOC-P003-681,SUB-8557,,3,106
WP-027,P003,CA-P003-06,Environmental WP 02 — Preliminary Design,Environmental,Procurement,0_100,in_progress,2023-11-24,2024-08-10,2023-11-28,,Preliminary Design,Low,Subcontract,I&C,ENG-P003-0107,SPEC-P003-027-REV2,DWG-P003-06-002,A,False,Standard,LOC-P003-292,SUB-4732,,3,107
WP-028,P003,CA-P003-06,Environmental WP 03 — Preliminary Design,Environmental,Engineering,percent_complete,complete,2023-10-13,2024-04-15,2023-10-11,2024-04-10,Preliminary Design,Medium,Subcontract,Structural,ENG-P003-0108,SPEC-P003-028-REV1,DWG-P003-06-003,B,False,Elevated,LOC-P003-935,SUB-6493,Material on order,3,108
WP-029,P003,CA-P003-06,Environmental WP 04 — Preliminary Design,Environmental,Construction,percent_complete,in_progress,2023-10-02,2024-07-12,2023-10-11,,Preliminary Design,Medium,Purchase Order,Electrical,ENG-P003-0109,SPEC-P003-029-REV1,DWG-P003-06-004,A,False,High,LOC-P003-192,,,3,109
WP-030,P003,CA-P003-06,Environmental WP 05 — Preliminary Design,Environmental,Procurement,percent_complete,in_progress,2023-11-20,2024-05-04,2023-11-15,,Preliminary Design,Critical,Direct Labor,I&C,ENG-P003-0110,SPEC-P003-030-REV3,DWG-P003-06-005,C,True,High,LOC-P003-979,,,3,110
WP-031,P003,CA-P003-07,Geotechnical WP 01 — Procurement,Geotechnical,Procurement,percent_complete,in_progress,2023-10-18,2024-08-06,2023-11-02,,Procurement,Medium,Direct Labor,Environmental,ENG-P003-0111,SPEC-P003-031-REV1,DWG-P003-07-001,A,True,Standard,LOC-P003-817,,,3,111
WP-032,P003,CA-P003-07,Geotechnical WP 02 — Procurement,Geotechnical,Management,percent_complete,complete,2023-11-22,2024-06-29,2023-11-25,2024-06-30,Procurement,Critical,Rental,Environmental,ENG-P003-0112,SPEC-P003-032-REV2,DWG-P003-07-002,C,False,Standard,LOC-P003-971,,,3,112
WP-033,P003,CA-P003-07,Geotechnical WP 03 — Procurement,Geotechnical,Construction,percent_complete,in_progress,2023-11-04,2024-03-27,2023-11-10,,Procurement,Medium,Purchase Order,Civil,ENG-P003-0113,SPEC-P003-033-REV1,DWG-P003-07-003,A,False,High,LOC-P003-449,SUB-8023,Pending permit,3,113
WP-034,P003,CA-P003-07,Geotechnical WP 04 — Procurement,Geotechnical,Engineering,0_100,not_started,2023-11-04,2024-05-10,,,Procurement,High,Direct Labor,Environmental,ENG-P003-0114,SPEC-P003-034-REV3,DWG-P003-07-004,A,False,High,LOC-P003-452,,,3,114
WP-035,P003,CA-P003-07,Geotechnical WP 05 — Procurement,Geotechnical,Construction,percent_complete,in_progress,2023-11-29,2024-01-29,2023-12-06,,Procurement,Low,Direct Labor,Mechanical,ENG-P003-0115,SPEC-P003-035-REV3,DWG-P003-07-005,A,False,High,LOC-P003-282,SUB-5191,Pending permit,3,115
WP-036,P003,CA-P003-08,Geotechnical WP 01 — Close-Out,Geotechnical,Management,percent_complete,in_progress,2023-11-27,2024-04-14,2023-12-10,,Close-Out,Low,Subcontract,Environmental,ENG-P003-0116,SPEC-P003-036-REV1,DWG-P003-08-001,B,False,High,LOC-P003-293,,,3,116
WP-037,P003,CA-P003-08,Geotechnical WP 02 — Close-Out,Geotechnical,Management,percent_complete,in_progress,2023-11-02,2024-07-09,2023-11-14,,Close-Out,Critical,Purchase Order,Mechanical,ENG-P003-0117,SPEC-P003-037-REV1,DWG-P003-08-002,A,False,Elevated,LOC-P003-533,,,3,117
WP-038,P003,CA-P003-08,Geotechnical WP 03 — Close-Out,Geotechnical,Procurement,percent_complete,in_progress,2023-11-14,2024-06-07,2023-11-28,,Close-Out,Low,Direct Labor,Architectural,ENG-P003-0118,SPEC-P003-038-REV3,DWG-P003-08-003,A,False,High,LOC-P003-734,,,3,118
WP-039,P003,CA-P003-08,Geotechnical WP 04 — Close-Out,Geotechnical,Construction,percent_complete,complete,2023-10-19,2024-07-31,2023-10-24,2024-08-07,Close-Out,High,Purchase Order,Civil,ENG-P003-0119,SPEC-P003-039-REV2,DWG-P003-08-004,C,True,Elevated,LOC-P003-622,,,3,119
WP-040,P003,CA-P003-08,Geotechnical WP 05 — Close-Out,Geotechnical,Engineering,percent_complete,in_progress,2023-10-29,2024-04-13,2023-10-26,,Close-Out,Low,Purchase Order,Architectural,ENG-P003-0120,SPEC-P003-040-REV1,DWG-P003-08-005,B,False,Elevated,LOC-P003-976,SUB-6242,Material on order,3,120
WP-001,P004,CA-P004-01,Structural WP 01 — Construction,Structural,Procurement,percent_complete,in_progress,2023-11-09,2024-08-08,2023-11-17,,Construction,Low,Direct Labor,I&C,ENG-P004-0121,SPEC-P004-001-REV2,DWG-P004-01-001,C,False,Elevated,LOC-P004-136,,,3,121
WP-002,P004,CA-P004-01,Structural WP 02 — Construction,Structural,Management,0_100,complete,2023-11-01,2024-08-04,2023-11-04,2024-07-26,Construction,Low,Subcontract,Civil,ENG-P004-0122,SPEC-P004-002-REV1,DWG-P004-01-002,C,True,High,LOC-P004-580,,,3,122
WP-003,P004,CA-P004-01,Structural WP 03 — Construction,Structural,Procurement,percent_complete,not_started,2023-11-13,2024-04-16,,,Construction,Medium,Subcontract,Geotechnical,ENG-P004-0123,SPEC-P004-003-REV1,DWG-P004-01-003,B,False,Standard,LOC-P004-279,,Pending permit,3,123
WP-004,P004,CA-P004-01,Structural WP 04 — Construction,Structural,Management,0_100,complete,2023-10-06,2024-04-13,2023-10-18,2024-04-14,Construction,High,Direct Labor,Architectural,ENG-P004-0124,SPEC-P004-004-REV3,DWG-P004-01-004,A,False,Elevated,LOC-P004-967,,Pending permit,3,124
WP-005,P004,CA-P004-01,Structural WP 05 — Construction,Structural,Engineering,percent_complete,in_progress,2023-11-24,2024-07-25,2023-11-29,,Construction,Medium,Direct Labor,Electrical,ENG-P004-0125,SPEC-P004-005-REV1,DWG-P004-01-005,A,True,Elevated,LOC-P004-801,,Schedule risk,3,125
WP-006,P004,CA-P004-02,Geotechnical WP 01 — Testing & Commissioning,Geotechnical,Construction,percent_complete,in_progress,2023-11-20,2024-06-14,2023-11-16,,Testing & Commissioning,Medium,Rental,Geotechnical,ENG-P004-0126,SPEC-P004-006-REV1,DWG-P004-02-001,B,False,Elevated,LOC-P004-883,SUB-9793,,3,126
WP-007,P004,CA-P004-02,Geotechnical WP 02 — Testing & Commissioning,Geotechnical,Construction,percent_complete,in_progress,2023-10-22,2024-01-27,2023-11-05,,Testing & Commissioning,Medium,Rental,Mechanical,ENG-P004-0127,SPEC-P004-007-REV2,DWG-P004-02-002,B,True,Elevated,LOC-P004-556,,Material on order,3,127
WP-008,P004,CA-P004-02,Geotechnical WP 03 — Testing & Commissioning,Geotechnical,Procurement,percent_complete,in_progress,2023-11-18,2024-06-15,2023-12-02,,Testing & Commissioning,Low,Subcontract,Electrical,ENG-P004-0128,SPEC-P004-008-REV2,DWG-P004-02-003,C,False,Standard,LOC-P004-792,,,3,128
WP-009,P004,CA-P004-02,Geotechnical WP 04 — Testing & Commissioning,Geotechnical,Testing,percent_complete,in_progress,2023-11-07,2024-03-23,2023-11-05,,Testing & Commissioning,Critical,Direct Labor,Geotechnical,ENG-P004-0129,SPEC-P004-009-REV3,DWG-P004-02-004,C,False,Standard,LOC-P004-785,SUB-2690,,3,129
WP-010,P004,CA-P004-02,Geotechnical WP 05 — Testing & Commissioning,Geotechnical,Testing,percent_complete,not_started,2023-11-02,2024-05-05,,,Testing & Commissioning,Low,Subcontract,I&C,ENG-P004-0130,SPEC-P004-010-REV2,DWG-P004-02-005,C,True,Elevated,LOC-P004-759,SUB-6336,,3,130
WP-011,P004,CA-P004-03,Geotechnical WP 01 — Testing & Commissioning,Geotechnical,Engineering,percent_complete,complete,2023-11-07,2024-01-18,2023-11-14,2024-02-07,Testing & Commissioning,Medium,Purchase Order,Civil,ENG-P004-0131,SPEC-P004-011-REV3,DWG-P004-03-001,C,False,High,LOC-P004-802,,,3,131
WP-012,P004,CA-P004-03,Geotechnical WP 02 — Testing & Commissioning,Geotechnical,Commissioning,percent_complete,complete,2023-10-12,2024-07-04,2023-10-23,2024-07-13,Testing & Commissioning,High,Rental,Architectural,ENG-P004-0132,SPEC-P004-012-REV3,DWG-P004-03-002,B,False,Elevated,LOC-P004-830,,Pending permit,3,132
WP-013,P004,CA-P004-03,Geotechnical WP 03 — Testing & Commissioning,Geotechnical,Engineering,0_100,in_progress,2023-10-30,2024-04-17,2023-11-05,,Testing & Commissioning,Medium,Direct Labor,Mechanical,ENG-P004-0133,SPEC-P004-013-REV2,DWG-P004-03-003,A,False,High,LOC-P004-758,SUB-3453,,3,133
WP-014,P004,CA-P004-03,Geotechnical WP 04 — Testing & Commissioning,Geotechnical,Engineering,percent_complete,in_progress,2023-11-18,2024-02-23,2023-11-18,,Testing & Commissioning,Low,Rental,Environmental,ENG-P004-0134,SPEC-P004-014-REV3,DWG-P004-03-004,A,True,High,LOC-P004-775,,,3,134
WP-015,P004,CA-P004-03,Geotechnical WP 05 — Testing & Commissioning,Geotechnical,Commissioning,percent_complete,in_progress,2023-10-22,2024-03-23,2023-10-22,,Testing & Commissioning,High,Rental,Environmental,ENG-P004-0135,SPEC-P004-015-REV1,DWG-P004-03-005,A,False,Standard,LOC-P004-803,,Material on order,3,135
WP-016,P004,CA-P004-04,Electrical WP 01 — Detailed Design,Electrical,Commissioning,percent_complete,in_progress,2023-10-13,2024-03-29,2023-10-17,,Detailed Design,Low,Direct Labor,Structural,ENG-P004-0136,SPEC-P004-016-REV2,DWG-P004-04-001,B,True,Elevated,LOC-P004-917,SUB-7765,,3,136
WP-017,P004,CA-P004-04,Electrical WP 02 — Detailed Design,Electrical,Procurement,percent_complete,in_progress,2023-10-23,2024-01-22,2023-10-18,,Detailed Design,Critical,Direct Labor,I&C,ENG-P004-0137,SPEC-P004-017-REV3,DWG-P004-04-002,A,False,High,LOC-P004-664,,,3,137
WP-018,P004,CA-P004-04,Electrical WP 03 — Detailed Design,Electrical,Testing,0_100,not_started,2023-11-09,2024-04-30,,,Detailed Design,Critical,Subcontract,Electrical,ENG-P004-0138,SPEC-P004-018-REV3,DWG-P004-04-003,A,True,Elevated,LOC-P004-529,,,3,138
WP-019,P004,CA-P004-04,Electrical WP 04 — Detailed Design,Electrical,Testing,0_100,in_progress,2023-10-28,2024-05-11,2023-11-08,,Detailed Design,High,Direct Labor,Structural,ENG-P004-0139,SPEC-P004-019-REV3,DWG-P004-04-004,A,False,High,LOC-P004-700,,,3,139
WP-020,P004,CA-P004-04,Electrical WP 05 — Detailed Design,Electrical,Management,percent_complete,complete,2023-11-23,2024-02-21,2023-11-26,2024-03-01,Detailed Design,Medium,Subcontract,Architectural,ENG-P004-0140,SPEC-P004-020-REV2,DWG-P004-04-005,B,True,Standard,LOC-P004-300,SUB-2756,Schedule risk,3,140
WP-021,P004,CA-P004-05,I&C WP 01 — Construction,I&C,Management,percent_complete,in_progress,2023-11-16,2024-04-21,2023-11-12,,Construction,High,Direct Labor,Structural,ENG-P004-0141,SPEC-P004-021-REV3,DWG-P004-05-001,C,False,Standard,LOC-P004-791,,Material on order,3,141
WP-022,P004,CA-P004-05,I&C WP 02 — Construction,I&C,Testing,percent_complete,not_started,2023-10-09,2024-03-18,,,Construction,Medium,Direct Labor,Electrical,ENG-P004-0142,SPEC-P004-022-REV3,DWG-P004-05-002,B,False,High,LOC-P004-797,,,3,142
WP-023,P004,CA-P004-05,I&C WP 03 — Construction,I&C,Engineering,percent_complete,in_progress,2023-11-15,2024-08-02,2023-11-27,,Construction,Medium,Rental,Architectural,ENG-P004-0143,SPEC-P004-023-REV1,DWG-P004-05-003,A,False,Standard,LOC-P004-755,SUB-8288,,3,143
WP-024,P004,CA-P004-05,I&C WP 04 — Construction,I&C,Procurement,percent_complete,in_progress,2023-10-21,2024-06-17,2023-10-19,,Construction,High,Subcontract,Electrical,ENG-P004-0144,SPEC-P004-024-REV2,DWG-P004-05-004,C,False,High,LOC-P004-763,,,3,144
WP-025,P004,CA-P004-05,I&C WP 05 — Construction,I&C,Management,0_100,in_progress,2023-11-12,2024-06-16,2023-11-15,,Construction,High,Direct Labor,Geotechnical,ENG-P004-0145,SPEC-P004-025-REV3,DWG-P004-05-005,A,False,Standard,LOC-P004-280,SUB-4631,,3,145
WP-026,P004,CA-P004-06,Civil WP 01 — Detailed Design,Civil,Engineering,0_100,complete,2023-10-29,2024-02-12,2023-11-09,2024-02-21,Detailed Design,High,Subcontract,Civil,ENG-P004-0146,SPEC-P004-026-REV1,DWG-P004-06-001,A,False,Standard,LOC-P004-561,SUB-4618,Material on order,3,146
WP-027,P004,CA-P004-06,Civil WP 02 — Detailed Design,Civil,Procurement,percent_complete,complete,2023-11-08,2024-04-12,2023-11-08,2024-04-03,Detailed Design,Critical,Direct Labor,Structural,ENG-P004-0147,SPEC-P004-027-REV2,DWG-P004-06-002,C,False,Standard,LOC-P004-862,SUB-5706,Material on order,3,147
WP-028,P004,CA-P004-06,Civil WP 03 — Detailed Design,Civil,Construction,percent_complete,complete,2023-10-04,2024-04-11,2023-10-05,2024-04-19,Detailed Design,Low,Rental,Structural,ENG-P004-0148,SPEC-P004-028-REV3,DWG-P004-06-003,A,False,High,LOC-P004-150,,Pending permit,3,148
WP-029,P004,CA-P004-06,Civil WP 04 — Detailed Design,Civil,Procurement,0_100,in_progress,2023-11-23,2024-02-02,2023-12-05,,Detailed Design,Low,Rental,Structural,ENG-P004-0149,SPEC-P004-029-REV1,DWG-P004-06-004,B,False,Elevated,LOC-P004-623,SUB-8488,Schedule risk,3,149
WP-030,P004,CA-P004-06,Civil WP 05 — Detailed Design,Civil,Testing,0_100,complete,2023-11-18,2024-07-27,2023-11-18,2024-07-24,Detailed Design,Critical,Direct Labor,Mechanical,ENG-P004-0150,SPEC-P004-030-REV3,DWG-P004-06-005,B,False,High,LOC-P004-831,,,3,150
WP-031,P004,CA-P004-07,Electrical WP 01 — Construction,Electrical,Engineering,percent_complete,not_started,2023-11-25,2024-04-18,,,Construction,Low,Purchase Order,Electrical,ENG-P004-0151,SPEC-P004-031-REV2,DWG-P004-07-001,C,False,Elevated,LOC-P004-808,SUB-6489,Material on order,3,151
WP-032,P004,CA-P004-07,Electrical WP 02 — Construction,Electrical,Engineering,0_100,in_progress,2023-11-29,2024-08-02,2023-11-30,,Construction,High,Subcontract,Environmental,ENG-P004-0152,SPEC-P004-032-REV3,DWG-P004-07-002,C,True,Elevated,LOC-P004-297,,,3,152
WP-033,P004,CA-P004-07,Electrical WP 03 — Construction,Electrical,Commissioning,percent_complete,complete,2023-11-06,2024-05-03,2023-11-10,2024-04-24,Construction,Low,Rental,Electrical,ENG-P004-0153,SPEC-P004-033-REV2,DWG-P004-07-003,C,True,Elevated,LOC-P004-773,SUB-5722,Pending permit,3,153
WP-034,P004,CA-P004-07,Electrical WP 04 — Construction,Electrical,Procurement,percent_complete,in_progress,2023-11-22,2024-07-16,2023-12-05,,Construction,Critical,Rental,Structural,ENG-P004-0154,SPEC-P004-034-REV3,DWG-P004-07-004,A,True,Elevated,LOC-P004-961,,,3,154
WP-035,P004,CA-P004-07,Electrical WP 05 — Construction,Electrical,Testing,percent_complete,in_progress,2023-10-23,2024-06-18,2023-11-06,,Construction,Low,Purchase Order,Mechanical,ENG-P004-0155,SPEC-P004-035-REV1,DWG-P004-07-005,A,False,High,LOC-P004-152,,,3,155
WP-036,P004,CA-P004-08,Geotechnical WP 01 — Preliminary Design,Geotechnical,Commissioning,0_100,not_started,2023-10-22,2024-02-22,,,Preliminary Design,Medium,Rental,Structural,ENG-P004-0156,SPEC-P004-036-REV1,DWG-P004-08-001,A,True,Standard,LOC-P004-207,SUB-1551,,3,156
WP-037,P004,CA-P004-08,Geotechnical WP 02 — Preliminary Design,Geotechnical,Construction,0_100,in_progress,2023-11-30,2024-02-05,2023-11-27,,Preliminary Design,Critical,Direct Labor,Environmental,ENG-P004-0157,SPEC-P004-037-REV2,DWG-P004-08-002,C,False,Elevated,LOC-P004-569,,,3,157
WP-038,P004,CA-P004-08,Geotechnical WP 03 — Preliminary Design,Geotechnical,Commissioning,percent_complete,complete,2023-11-12,2024-04-03,2023-11-10,2024-04-07,Preliminary Design,Medium,Subcontract,Structural,ENG-P004-0158,SPEC-P004-038-REV3,DWG-P004-08-003,A,False,High,LOC-P004-396,,Material on order,3,158
WP-039,P004,CA-P004-08,Geotechnical WP 04 — Preliminary Design,Geotechnical,Commissioning,percent_complete,in_progress,2023-11-23,2024-02-09,2023-12-06,,Preliminary Design,Medium,Purchase Order,Environmental,ENG-P004-0159,SPEC-P004-039-REV3,DWG-P004-08-004,A,False,Standard,LOC-P004-323,,,3,159
WP-040,P004,CA-P004-08,Geotechnical WP 05 — Preliminary Design,Geotechnical,Engineering,percent_complete,in_progress,2023-10-18,2024-04-02,2023-10-25,,Preliminary Design,High,Purchase Order,Environmental,ENG-P004-0160,SPEC-P004-040-REV2,DWG-P004-08-005,C,True,High,LOC-P004-501,,,3,160
WP-001,P005,CA-P005-01,I&C WP 01 — Construction,I&C,Procurement,0_100,in_progress,2023-11-30,2024-03-22,2023-12-01,,Construction,Critical,Rental,Electrical,ENG-P005-0161,SPEC-P005-001-REV2,DWG-P005-01-001,A,False,High,LOC-P005-585,,Schedule risk,3,161
WP-002,P005,CA-P005-01,I&C WP 02 — Construction,I&C,Commissioning,percent_complete,complete,2023-10-31,2024-08-10,2023-11-05,2024-08-30,Construction,Low,Direct Labor,Electrical,ENG-P005-0162,SPEC-P005-002-REV2,DWG-P005-01-002,C,False,Elevated,LOC-P005-401,,,3,162
WP-003,P005,CA-P005-01,I&C WP 03 — Construction,I&C,Construction,percent_complete,in_progress,2023-10-31,2024-05-01,2023-11-04,,Construction,Low,Purchase Order,Civil,ENG-P005-0163,SPEC-P005-003-REV2,DWG-P005-01-003,B,False,Elevated,LOC-P005-759,SUB-2939,,3,163
WP-004,P005,CA-P005-01,I&C WP 04 — Construction,I&C,Engineering,percent_complete,complete,2023-11-04,2024-01-28,2023-11-18,2024-01-24,Construction,Medium,Purchase Order,Mechanical,ENG-P005-0164,SPEC-P005-004-REV2,DWG-P005-01-004,A,True,High,LOC-P005-324,,Pending permit,3,164
WP-005,P005,CA-P005-01,I&C WP 05 — Construction,I&C,Commissioning,0_100,in_progress,2023-11-25,2024-05-21,2023-12-07,,Construction,Medium,Subcontract,Mechanical,ENG-P005-0165,SPEC-P005-005-REV3,DWG-P005-01-005,A,False,High,LOC-P005-993,,,3,165
WP-006,P005,CA-P005-02,Civil WP 01 — Testing & Commissioning,Civil,Management,0_100,in_progress,2023-10-21,2024-05-22,2023-10-31,,Testing & Commissioning,Medium,Purchase Order,Environmental,ENG-P005-0166,SPEC-P005-006-REV3,DWG-P005-02-001,A,False,Standard,LOC-P005-317,,Schedule risk,3,166
WP-007,P005,CA-P005-02,Civil WP 02 — Testing & Commissioning,Civil,Testing,percent_complete,in_progress,2023-11-30,2024-06-17,2023-12-11,,Testing & Commissioning,High,Direct Labor,I&C,ENG-P005-0167,SPEC-P005-007-REV1,DWG-P005-02-002,B,False,Elevated,LOC-P005-467,,,3,167
WP-008,P005,CA-P005-02,Civil WP 03 — Testing & Commissioning,Civil,Management,percent_complete,complete,2023-10-26,2024-03-13,2023-11-01,2024-03-06,Testing & Commissioning,Medium,Direct Labor,Structural,ENG-P005-0168,SPEC-P005-008-REV1,DWG-P005-02-003,C,False,Standard,LOC-P005-119,SUB-2007,,3,168
WP-009,P005,CA-P005-02,Civil WP 04 — Testing & Commissioning,Civil,Management,percent_complete,in_progress,2023-10-11,2024-07-11,2023-10-11,,Testing & Commissioning,High,Rental,Civil,ENG-P005-0169,SPEC-P005-009-REV1,DWG-P005-02-004,C,True,Elevated,LOC-P005-645,,,3,169
WP-010,P005,CA-P005-02,Civil WP 05 — Testing & Commissioning,Civil,Commissioning,0_100,in_progress,2023-10-24,2024-01-09,2023-10-28,,Testing & Commissioning,High,Direct Labor,I&C,ENG-P005-0170,SPEC-P005-010-REV3,DWG-P005-02-005,B,True,Elevated,LOC-P005-906,,Pending permit,3,170
WP-011,P005,CA-P005-03,I&C WP 01 — Procurement,I&C,Testing,0_100,in_progress,2023-10-13,2024-01-28,2023-10-20,,Procurement,Medium,Rental,Electrical,ENG-P005-0171,SPEC-P005-011-REV3,DWG-P005-03-001,B,True,High,LOC-P005-141,SUB-5337,,3,171
WP-012,P005,CA-P005-03,I&C WP 02 — Procurement,I&C,Commissioning,percent_complete,complete,2023-11-13,2024-03-30,2023-11-17,2024-04-08,Procurement,High,Rental,Structural,ENG-P005-0172,SPEC-P005-012-REV3,DWG-P005-03-002,A,False,Standard,LOC-P005-658,SUB-6430,,3,172
WP-013,P005,CA-P005-03,I&C WP 03 — Procurement,I&C,Procurement,percent_complete,in_progress,2023-11-22,2024-03-14,2023-11-29,,Procurement,Low,Rental,I&C,ENG-P005-0173,SPEC-P005-013-REV3,DWG-P005-03-003,B,False,Standard,LOC-P005-578,,,3,173
WP-014,P005,CA-P005-03,I&C WP 04 — Procurement,I&C,Engineering,0_100,not_started,2023-10-02,2024-04-01,,,Procurement,Critical,Direct Labor,Architectural,ENG-P005-0174,SPEC-P005-014-REV1,DWG-P005-03-004,B,True,Standard,LOC-P005-863,,,3,174
